Datum;Uhrzeit;ug/m
07.02.19;04:00;24,321
07.02.19;05:00;25,559
07.02.19;06:00;26,471
07.02.19;07:00;38,466
07.02.19;08:00;45,674
07.02.19;09:00;42,475
07.02.19;10:00;40,091
07.02.19;11:00;47,516
07.02.19;12:00;47,019
07.02.19;13:00;33,535
07.02.19;14:00;36,962
07.02.19;15:00;39,253
07.02.19;16:00;40,104
07.02.19;17:00;48,347
07.02.19;18:00;41,695
07.02.19;19:00;37,575
07.02.19;20:00;36,344
07.02.19;21:00;26,587
07.02.19;22:00;23,821
07.02.19;23:00;
08.02.19;00:00;21,586
08.02.19;01:00;15,188
08.02.19;02:00;11,278
08.02.19;03:00;12,304
08.02.19;04:00;13,332
08.02.19;05:00;11,86
08.02.19;06:00;18,292
08.02.19;07:00;34,277
08.02.19;08:00;56,457
08.02.19;09:00;50,612
08.02.19;10:00;51,212
08.02.19;11:00;50,173
08.02.19;12:00;50,795
08.02.19;13:00;57,256
08.02.19;14:00;34,969
08.02.19;15:00;49,408
08.02.19;16:00;38,442
08.02.19;17:00;39,046
08.02.19;18:00;41,206
08.02.19;19:00;37,823
08.02.19;20:00;29,263
08.02.19;21:00;23,792
08.02.19;22:00;20,38
08.02.19;23:00;18,972
09.02.19;00:00;
09.02.19;01:00;15,451
09.02.19;02:00;12,813
09.02.19;03:00;13,063
09.02.19;04:00;16,375
09.02.19;05:00;13,404
09.02.19;06:00;18,482
09.02.19;07:00;14,489
09.02.19;08:00;12,648
09.02.19;09:00;19,315
09.02.19;10:00;20,074
09.02.19;11:00;27,622
09.02.19;12:00;29,138
09.02.19;13:00;23,776
09.02.19;14:00;50,576
09.02.19;15:00;36,244
09.02.19;16:00;32,904
09.02.19;17:00;25,986
09.02.19;18:00;21,063
09.02.19;19:00;28,261
09.02.19;20:00;25,404
09.02.19;21:00;20,08
09.02.19;22:00;30,346
09.02.19;23:00;38,525
10.02.19;00:00;31,041
10.02.19;01:00;
10.02.19;02:00;35,433
10.02.19;03:00;31,939
10.02.19;04:00;35,259
10.02.19;05:00;33,289
10.02.19;06:00;25,656
10.02.19;07:00;18,416
10.02.19;08:00;18,195
10.02.19;09:00;16,428
10.02.19;10:00;30,906
10.02.19;11:00;37,148
10.02.19;12:00;39,4
10.02.19;13:00;34,756
10.02.19;14:00;39,641
10.02.19;15:00;29,282
10.02.19;16:00;35,347
10.02.19;17:00;27,974
10.02.19;18:00;26,175
10.02.19;19:00;21,12
10.02.19;20:00;23,866
10.02.19;21:00;31,182
10.02.19;22:00;33,102
10.02.19;23:00;18,276
11.02.19;00:00;11,935
11.02.19;01:00;11,115
11.02.19;02:00;
11.02.19;03:00;11,615
11.02.19;04:00;8,557
11.02.19;05:00;10,307
11.02.19;06:00;16,018
11.02.19;07:00;25,354
11.02.19;08:00;59,912
11.02.19;09:00;54,793
11.02.19;10:00;46,907
11.02.19;11:00;29,968
11.02.19;12:00;14,497
11.02.19;13:00;14,165
11.02.19;14:00;16,764
11.02.19;15:00;17,591
11.02.19;16:00;15,17
11.02.19;17:00;19,575
11.02.19;18:00;23,174
11.02.19;19:00;22,937
11.02.19;20:00;36,578
11.02.19;21:00;34,625
11.02.19;22:00;17,708
11.02.19;23:00;11,97
12.02.19;00:00;16,88
12.02.19;01:00;16,777
12.02.19;02:00;11,021
12.02.19;03:00;
12.02.19;04:00;11,491
12.02.19;05:00;11,645
12.02.19;06:00;24,232
12.02.19;07:00;38,006
12.02.19;08:00;68,959
12.02.19;09:00;66,109
12.02.19;10:00;60,854
12.02.19;11:00;52,959
12.02.19;12:00;52,682
12.02.19;13:00;40,627
12.02.19;14:00;42,031
12.02.19;15:00;38,131
12.02.19;16:00;56,796
12.02.19;17:00;60,902
12.02.19;18:00;82,62
12.02.19;19:00;67,198
12.02.19;20:00;58,699
12.02.19;21:00;64,867
12.02.19;22:00;52,068
12.02.19;23:00;42,176
13.02.19;00:00;29,691
13.02.19;01:00;26,064
13.02.19;02:00;24,197
13.02.19;03:00;22,757
13.02.19;04:00;
13.02.19;05:00;21,08
13.02.19;06:00;29,062
13.02.19;07:00;32,253
13.02.19;08:00;40,148
13.02.19;09:00;50,569
13.02.19;10:00;46,27
13.02.19;11:00;53,507
13.02.19;12:00;40,427
13.02.19;13:00;45,566
13.02.19;14:00;51,619
13.02.19;15:00;41,596
13.02.19;16:00;49,345
13.02.19;17:00;68,609
13.02.19;18:00;57,372
13.02.19;19:00;75,208
13.02.19;20:00;57,801
13.02.19;21:00;48,601
13.02.19;22:00;46,57
13.02.19;23:00;46,052
14.02.19;00:00;44,126
14.02.19;01:00;35,428
14.02.19;02:00;31,291
14.02.19;03:00;30,774
14.02.19;04:00;30,33
14.02.19;05:00;
14.02.19;06:00;38,816
14.02.19;07:00;48,39
14.02.19;08:00;48,738
14.02.19;09:00;67,089
14.02.19;10:00;68,305
14.02.19;11:00;73,607
14.02.19;12:00;77,03
14.02.19;13:00;64,383
14.02.19;14:00;65,259
14.02.19;15:00;69,535
14.02.19;16:00;74,893
14.02.19;17:00;93,03
14.02.19;18:00;101,243
14.02.19;19:00;105,317
14.02.19;20:00;91,134
14.02.19;21:00;88,329
14.02.19;22:00;88,176
14.02.19;23:00;81,032
15.02.19;00:00;82,602
15.02.19;01:00;73,603
15.02.19;02:00;66,85
15.02.19;03:00;62,609
15.02.19;04:00;57,244
15.02.19;05:00;61,486
15.02.19;06:00;67,522
15.02.19;07:00;79,815
15.02.19;08:00;90,283
15.02.19;09:00;97,778
15.02.19;10:00;88,452
15.02.19;11:00;86,567
15.02.19;12:00;80,536
15.02.19;13:00;70,23
15.02.19;14:00;88,229
15.02.19;15:00;77,427
15.02.19;16:00;77,297
15.02.19;17:00;93,883
15.02.19;18:00;100,542
15.02.19;19:00;98,659
15.02.19;20:00;101,554
15.02.19;21:00;86,648
15.02.19;22:00;77,99
15.02.19;23:00;
16.02.19;00:00;75,18
16.02.19;01:00;57,428
16.02.19;02:00;76,604
16.02.19;03:00;67,399
16.02.19;04:00;72,28
16.02.19;05:00;55,101
16.02.19;06:00;50,257
16.02.19;07:00;54,086
16.02.19;08:00;55,93
16.02.19;09:00;61,492
16.02.19;10:00;60,179
16.02.19;11:00;47,46
16.02.19;12:00;57,612
16.02.19;13:00;56,806
16.02.19;14:00;75,32
16.02.19;15:00;70,512
16.02.19;16:00;72,5
16.02.19;17:00;86,805
16.02.19;18:00;88,47
16.02.19;19:00;100,96
16.02.19;20:00;84,712
16.02.19;21:00;77,595
16.02.19;22:00;70,983
16.02.19;23:00;71,624
17.02.19;00:00;
17.02.19;01:00;75,147
17.02.19;02:00;74,842
17.02.19;03:00;69,895
17.02.19;04:00;72,17
17.02.19;05:00;59,513
17.02.19;06:00;56,645
17.02.19;07:00;58,506
17.02.19;08:00;51,259
17.02.19;09:00;54,715
17.02.19;10:00;50,828
17.02.19;11:00;51,452
17.02.19;12:00;52,561
17.02.19;13:00;51,38
17.02.19;14:00;57,982
17.02.19;15:00;66,026
17.02.19;16:00;76,845
17.02.19;17:00;74,743
17.02.19;18:00;85,369
17.02.19;19:00;89,408
17.02.19;20:00;87,836
17.02.19;21:00;76,302
17.02.19;22:00;67,465
17.02.19;23:00;67,533
18.02.19;00:00;57,378
18.02.19;01:00;
18.02.19;02:00;49,097
18.02.19;03:00;43,485
18.02.19;04:00;40,672
18.02.19;05:00;44,974
18.02.19;06:00;61,253
18.02.19;07:00;78,169
18.02.19;08:00;102,482
18.02.19;09:00;88,196
18.02.19;10:00;75,472
18.02.19;11:00;78,29
18.02.19;12:00;
18.02.19;13:00;
18.02.19;14:00;
18.02.19;15:00;
18.02.19;16:00;84,37
18.02.19;17:00;94,757
18.02.19;18:00;117,084
18.02.19;19:00;103,291
18.02.19;20:00;123,064
18.02.19;21:00;107,063
18.02.19;22:00;87,166
18.02.19;23:00;78,925
19.02.19;00:00;74,761
19.02.19;01:00;58,728
19.02.19;02:00;59,574
19.02.19;03:00;51,805
19.02.19;04:00;29,428
19.02.19;05:00;19,084
19.02.19;06:00;26,582
19.02.19;07:00;36,276
19.02.19;08:00;49,834
19.02.19;09:00;46,868
19.02.19;10:00;41,164
19.02.19;11:00;34,626
19.02.19;12:00;43,747
19.02.19;13:00;32,559
19.02.19;14:00;
19.02.19;15:00;
19.02.19;16:00;
19.02.19;17:00;50,063
19.02.19;18:00;50,739
19.02.19;19:00;49,276
19.02.19;20:00;39,801
19.02.19;21:00;31,045
19.02.19;22:00;29,043
19.02.19;23:00;
20.02.19;00:00;21,253
20.02.19;01:00;18,343
20.02.19;02:00;19,047
20.02.19;03:00;17,873
20.02.19;04:00;18,029
20.02.19;05:00;17,492
20.02.19;06:00;25,095
20.02.19;07:00;36,614
20.02.19;08:00;58,37
20.02.19;09:00;66,925
20.02.19;10:00;58,078
20.02.19;11:00;52,255
20.02.19;12:00;51,136
20.02.19;13:00;42,369
20.02.19;14:00;50,531
20.02.19;15:00;55,539
20.02.19;16:00;58,072
20.02.19;17:00;60,798
20.02.19;18:00;67,683
20.02.19;19:00;71,349
20.02.19;20:00;52,399
20.02.19;21:00;45,524
20.02.19;22:00;39,115
20.02.19;23:00;45,65
21.02.19;00:00;
21.02.19;01:00;26,489
21.02.19;02:00;23,144
21.02.19;03:00;20,524
21.02.19;04:00;20,359
21.02.19;05:00;19,51
21.02.19;06:00;35,595
21.02.19;07:00;31,825
21.02.19;08:00;61,659
21.02.19;09:00;58,105
21.02.19;10:00;55,421
21.02.19;11:00;51,814
21.02.19;12:00;49,006
21.02.19;13:00;33,784
21.02.19;14:00;38,057
21.02.19;15:00;47,541
21.02.19;16:00;48,738
21.02.19;17:00;63,614
21.02.19;18:00;62,25
21.02.19;19:00;53,335
21.02.19;20:00;50,399
21.02.19;21:00;32,716
21.02.19;22:00;27,951
21.02.19;23:00;29,162
22.02.19;00:00;30,332
22.02.19;01:00;
22.02.19;02:00;17,483
22.02.19;03:00;13,459
22.02.19;04:00;13,822
22.02.19;05:00;17,352
22.02.19;06:00;25,972
22.02.19;07:00;27,988
22.02.19;08:00;49,41
22.02.19;09:00;59,771
22.02.19;10:00;62,447
22.02.19;11:00;48,949
22.02.19;12:00;57,912
22.02.19;13:00;42,922
22.02.19;14:00;61,03
22.02.19;15:00;48,236
22.02.19;16:00;55,61
22.02.19;17:00;63,226
22.02.19;18:00;63,521
22.02.19;19:00;65,749
22.02.19;20:00;56,226
22.02.19;21:00;56,022
22.02.19;22:00;41,398
22.02.19;23:00;39,763
23.02.19;00:00;41,96
23.02.19;01:00;35,729
23.02.19;02:00;
23.02.19;03:00;26,518
23.02.19;04:00;32,769
23.02.19;05:00;27,032
23.02.19;06:00;27,366
23.02.19;07:00;39,592
23.02.19;08:00;33,692
23.02.19;09:00;32,542
23.02.19;10:00;45,004
23.02.19;11:00;48,403
23.02.19;12:00;52,361
23.02.19;13:00;64,097
23.02.19;14:00;69,755
23.02.19;15:00;63,497
23.02.19;16:00;59,37
23.02.19;17:00;64,53
23.02.19;18:00;63,383
23.02.19;19:00;72,371
23.02.19;20:00;79,003
23.02.19;21:00;71,498
23.02.19;22:00;67,955
23.02.19;23:00;61,856
24.02.19;00:00;54,27
24.02.19;01:00;60,838
24.02.19;02:00;58,009
24.02.19;03:00;
24.02.19;04:00;50,722
24.02.19;05:00;48,815
24.02.19;06:00;48,221
24.02.19;07:00;41,271
24.02.19;08:00;42,725
24.02.19;09:00;45,16
24.02.19;10:00;50,84
24.02.19;11:00;47,309
24.02.19;12:00;49,56
24.02.19;13:00;57,059
24.02.19;14:00;52,426
24.02.19;15:00;65,478
24.02.19;16:00;66,992
24.02.19;17:00;71,557
24.02.19;18:00;101,188
24.02.19;19:00;144,69
24.02.19;20:00;134,45
24.02.19;21:00;117,006
24.02.19;22:00;111,688
24.02.19;23:00;99,178
25.02.19;00:00;88,441
25.02.19;01:00;89,03
25.02.19;02:00;71,573
25.02.19;03:00;60,979
25.02.19;04:00;
25.02.19;05:00;50,864
25.02.19;06:00;64,927
25.02.19;07:00;81,395
25.02.19;08:00;95,63
25.02.19;09:00;99,517
25.02.19;10:00;116,734
25.02.19;11:00;86,288
25.02.19;12:00;84,539
25.02.19;13:00;71,257
25.02.19;14:00;64,609
25.02.19;15:00;66,237
25.02.19;16:00;86,525
25.02.19;17:00;90,616
25.02.19;18:00;99,822
25.02.19;19:00;141,057
25.02.19;20:00;122,817
25.02.19;21:00;100,312
25.02.19;22:00;105,475
25.02.19;23:00;85,461
26.02.19;00:00;74,314
26.02.19;01:00;65,731
26.02.19;02:00;57,493
26.02.19;03:00;52,775
26.02.19;04:00;49,168
26.02.19;05:00;
26.02.19;06:00;53,629
26.02.19;07:00;69,232
26.02.19;08:00;90,67
26.02.19;09:00;105,247
26.02.19;10:00;90,516
26.02.19;11:00;77,737
26.02.19;12:00;89,996
26.02.19;13:00;80,149
26.02.19;14:00;65,9
26.02.19;15:00;60,789
26.02.19;16:00;67,307
26.02.19;17:00;100,389
26.02.19;18:00;111,42
26.02.19;19:00;159,738
26.02.19;20:00;143,56
26.02.19;21:00;125,799
26.02.19;22:00;106,727
26.02.19;23:00;98,412
27.02.19;00:00;85,626
27.02.19;01:00;73,527
27.02.19;02:00;66,207
27.02.19;03:00;67,65
27.02.19;04:00;60,341
27.02.19;05:00;60,367
27.02.19;06:00;66,684
27.02.19;07:00;84,881
27.02.19;08:00;138,676
27.02.19;09:00;125,581
27.02.19;10:00;105,901
27.02.19;11:00;85,747
27.02.19;12:00;80,913
27.02.19;13:00;69,847
27.02.19;14:00;93,599
27.02.19;15:00;79,146
27.02.19;16:00;73,544
27.02.19;17:00;87,49
27.02.19;18:00;94,058
27.02.19;19:00;99,42
27.02.19;20:00;100,533
27.02.19;21:00;83,865
27.02.19;22:00;79,107
27.02.19;23:00;
28.02.19;00:00;72,53
28.02.19;01:00;55,853
28.02.19;02:00;51,392
28.02.19;03:00;50,752
28.02.19;04:00;46,411
28.02.19;05:00;48,746
28.02.19;06:00;59,153
28.02.19;07:00;62,985
28.02.19;08:00;76,481
28.02.19;09:00;75,532
28.02.19;10:00;60,433
28.02.19;11:00;60,055
28.02.19;12:00;38,637
28.02.19;13:00;46,958
28.02.19;14:00;50,148
28.02.19;15:00;54,143
28.02.19;16:00;52,787
28.02.19;17:00;74,808
28.02.19;18:00;83,045
28.02.19;19:00;87,115
28.02.19;20:00;68,03
28.02.19;21:00;63,319
28.02.19;22:00;57,318
28.02.19;23:00;55,354
01.03.19;00:00;
01.03.19;01:00;43,034
01.03.19;02:00;43,895
01.03.19;03:00;40,069
01.03.19;04:00;37,676
01.03.19;05:00;28,922
01.03.19;06:00;21,063
01.03.19;07:00;29,328
01.03.19;08:00;32,594
01.03.19;09:00;37,314
01.03.19;10:00;43,24
01.03.19;11:00;34,934
01.03.19;12:00;37,472
01.03.19;13:00;24,298
01.03.19;14:00;23,481
01.03.19;15:00;33,313
01.03.19;16:00;39,221
01.03.19;17:00;46,914
01.03.19;18:00;40,001
01.03.19;19:00;47,31
01.03.19;20:00;48,903
01.03.19;21:00;38,361
01.03.19;22:00;42,952
01.03.19;23:00;44,735
02.03.19;00:00;52,415
02.03.19;01:00;
02.03.19;02:00;41,583
02.03.19;03:00;34,126
02.03.19;04:00;28,113
02.03.19;05:00;23,7
02.03.19;06:00;29,094
02.03.19;07:00;31,075
02.03.19;08:00;39,509
02.03.19;09:00;38,815
02.03.19;10:00;41,783
02.03.19;11:00;43,868
02.03.19;12:00;47,14
02.03.19;13:00;58,995
02.03.19;14:00;63,346
02.03.19;15:00;71,986
02.03.19;16:00;58,866
02.03.19;17:00;38,848
02.03.19;18:00;55,409
02.03.19;19:00;58,473
02.03.19;20:00;53,679
02.03.19;21:00;46,626
02.03.19;22:00;36,043
02.03.19;23:00;31,715
03.03.19;00:00;30,003
03.03.19;01:00;21,863
03.03.19;02:00;
03.03.19;03:00;16,65
03.03.19;04:00;17,195
03.03.19;05:00;16,547
03.03.19;06:00;13,379
03.03.19;07:00;8,539
03.03.19;08:00;10,6
03.03.19;09:00;13,063
03.03.19;10:00;12,86
03.03.19;11:00;16,757
03.03.19;12:00;29,283
03.03.19;13:00;36,326
03.03.19;14:00;51,197
03.03.19;15:00;37,542
03.03.19;16:00;32,75
03.03.19;17:00;26,815
03.03.19;18:00;23,715
03.03.19;19:00;19,273
03.03.19;20:00;22,471
03.03.19;21:00;26,295
03.03.19;22:00;21,687
03.03.19;23:00;18,89
04.03.19;00:00;19,274
04.03.19;01:00;9,974
04.03.19;02:00;7,26
04.03.19;03:00;
04.03.19;04:00;6,29
04.03.19;05:00;6,693
04.03.19;06:00;16,61
04.03.19;07:00;26,554
04.03.19;08:00;37,566
04.03.19;09:00;29,679
04.03.19;10:00;37,487
04.03.19;11:00;44,92
04.03.19;12:00;24,931
04.03.19;13:00;17,34
04.03.19;14:00;16,158
04.03.19;15:00;19,739
04.03.19;16:00;33,749
04.03.19;17:00;28,337
04.03.19;18:00;30,987
04.03.19;19:00;28,233
04.03.19;20:00;16,602
04.03.19;21:00;25,358
04.03.19;22:00;20,306
04.03.19;23:00;23,584
05.03.19;00:00;15,469
05.03.19;01:00;10,046
05.03.19;02:00;8,554
05.03.19;03:00;9,984
05.03.19;04:00;
05.03.19;05:00;8,464
05.03.19;06:00;18,842
05.03.19;07:00;33,116
05.03.19;08:00;55,739
05.03.19;09:00;50,449
05.03.19;10:00;43,525
05.03.19;11:00;42,519
05.03.19;12:00;30,008
05.03.19;13:00;27,151
05.03.19;14:00;30,119
05.03.19;15:00;40,391
05.03.19;16:00;35,911
05.03.19;17:00;55,551
05.03.19;18:00;65,737
05.03.19;19:00;86,333
05.03.19;20:00;78,997
05.03.19;21:00;81,601
05.03.19;22:00;66,54
05.03.19;23:00;52,787
06.03.19;00:00;48,306
06.03.19;01:00;36,734
06.03.19;02:00;31,923
06.03.19;03:00;39,295
06.03.19;04:00;32,32
06.03.19;05:00;
06.03.19;06:00;36,472
06.03.19;07:00;45,928
06.03.19;08:00;54,935
06.03.19;09:00;68,805
06.03.19;10:00;63,205
06.03.19;11:00;49,256
06.03.19;12:00;46,596
06.03.19;13:00;38,557
06.03.19;14:00;32,886
06.03.19;15:00;40,014
06.03.19;16:00;52,043
06.03.19;17:00;45,388
06.03.19;18:00;65,834
06.03.19;19:00;64,491
06.03.19;20:00;40,452
06.03.19;21:00;31,424
06.03.19;22:00;30,076
06.03.19;23:00;25,318
07.03.19;00:00;23,161
07.03.19;01:00;17,062
07.03.19;02:00;12,635
07.03.19;03:00;14,298
07.03.19;04:00;18,288
07.03.19;05:00;18,321
07.03.19;06:00;35,393
07.03.19;07:00;41,437
07.03.19;08:00;54,289
07.03.19;09:00;64,315
07.03.19;10:00;30,397
07.03.19;11:00;25,972
07.03.19;12:00;30,962
07.03.19;13:00;27,669
07.03.19;14:00;37,422
07.03.19;15:00;32,801
07.03.19;16:00;36,952
07.03.19;17:00;41,523
07.03.19;18:00;68,69
07.03.19;19:00;39,126
07.03.19;20:00;33,941
07.03.19;21:00;23,689
07.03.19;22:00;20,992
07.03.19;23:00;
08.03.19;00:00;14,227
08.03.19;01:00;10,112
08.03.19;02:00;9,927
08.03.19;03:00;8,408
08.03.19;04:00;8,154
08.03.19;05:00;7,628
08.03.19;06:00;13,58
08.03.19;07:00;16,833
08.03.19;08:00;40,769
08.03.19;09:00;36,482
08.03.19;10:00;32,701
08.03.19;11:00;26,302
08.03.19;12:00;26,404
08.03.19;13:00;29,472
08.03.19;14:00;29,781
08.03.19;15:00;37,714
08.03.19;16:00;43,885
08.03.19;17:00;42,6
08.03.19;18:00;64,717
08.03.19;19:00;66,782
08.03.19;20:00;74,977
08.03.19;21:00;60,492
08.03.19;22:00;46,508
08.03.19;23:00;48,442
09.03.19;00:00;
09.03.19;01:00;31,24
09.03.19;02:00;20,732
09.03.19;03:00;25,289
09.03.19;04:00;18,657
09.03.19;05:00;16,825
09.03.19;06:00;14,135
09.03.19;07:00;18,684
09.03.19;08:00;17,482
09.03.19;09:00;18,893
09.03.19;10:00;22,153
09.03.19;11:00;17,934
09.03.19;12:00;24,563
09.03.19;13:00;22,734
09.03.19;14:00;34,919
09.03.19;15:00;23,895
09.03.19;16:00;31,105
09.03.19;17:00;36,595
09.03.19;18:00;20,543
09.03.19;19:00;21,86
09.03.19;20:00;25,851
09.03.19;21:00;23,993
09.03.19;22:00;27,139
09.03.19;23:00;32,094
10.03.19;00:00;24,961
10.03.19;01:00;
10.03.19;02:00;19,305
10.03.19;03:00;24,897
10.03.19;04:00;21,195
10.03.19;05:00;25,427
10.03.19;06:00;27,827
10.03.19;07:00;30,524
10.03.19;08:00;27,005
10.03.19;09:00;25,879
10.03.19;10:00;33,168
10.03.19;11:00;27,522
10.03.19;12:00;32,239
10.03.19;13:00;38,047
10.03.19;14:00;30,993
10.03.19;15:00;33,064
10.03.19;16:00;28,381
10.03.19;17:00;29,075
10.03.19;18:00;52,923
10.03.19;19:00;44,33
10.03.19;20:00;38,701
10.03.19;21:00;30,842
10.03.19;22:00;22,827
10.03.19;23:00;22,859
11.03.19;00:00;19,61
11.03.19;01:00;13,373
11.03.19;02:00;
11.03.19;03:00;10,117
11.03.19;04:00;10,641
11.03.19;05:00;11,377
11.03.19;06:00;18,912
11.03.19;07:00;24,76
11.03.19;08:00;44,015
11.03.19;09:00;57,022
11.03.19;10:00;68,104
11.03.19;11:00;77,127
11.03.19;12:00;54,387
11.03.19;13:00;55,616
11.03.19;14:00;61,461
11.03.19;15:00;39,749
11.03.19;16:00;58,474
11.03.19;17:00;37,635
11.03.19;18:00;42,944
11.03.19;19:00;24,152
11.03.19;20:00;37,022
11.03.19;21:00;55,323
11.03.19;22:00;52,866
11.03.19;23:00;39,765
12.03.19;00:00;34,693
12.03.19;01:00;22,265
12.03.19;02:00;14,807
12.03.19;03:00;
12.03.19;04:00;14,29
12.03.19;05:00;16,151
12.03.19;06:00;27,846
12.03.19;07:00;40,435
12.03.19;08:00;54,17
12.03.19;09:00;49,451
12.03.19;10:00;48,389
12.03.19;11:00;48,805
12.03.19;12:00;44,896
12.03.19;13:00;38,812
12.03.19;14:00;35,932
12.03.19;15:00;37,186
12.03.19;16:00;34,908
12.03.19;17:00;29,744
12.03.19;18:00;52,632
12.03.19;19:00;42,451
12.03.19;20:00;39,747
12.03.19;21:00;27,925
12.03.19;22:00;20,628
12.03.19;23:00;27,824
13.03.19;00:00;11,33
13.03.19;01:00;6,357
13.03.19;02:00;7,815
13.03.19;03:00;9,73
13.03.19;04:00;
13.03.19;05:00;10,197
13.03.19;06:00;18,045
13.03.19;07:00;25,687
13.03.19;08:00;51,443
13.03.19;09:00;41,766
13.03.19;10:00;31,166
13.03.19;11:00;39,578
13.03.19;12:00;31,521
13.03.19;13:00;29,76
13.03.19;14:00;36,192
13.03.19;15:00;33,495
13.03.19;16:00;49,909
13.03.19;17:00;36,465
13.03.19;18:00;39,423
13.03.19;19:00;24,458
13.03.19;20:00;26,434
13.03.19;21:00;22,24
13.03.19;22:00;17,862
13.03.19;23:00;19,029
14.03.19;00:00;13,859
14.03.19;01:00;12,929
14.03.19;02:00;11,594
14.03.19;03:00;10,085
14.03.19;04:00;10,094
14.03.19;05:00;
14.03.19;06:00;19,469
14.03.19;07:00;27,028
14.03.19;08:00;58,637
14.03.19;09:00;59,276
14.03.19;10:00;53,797
14.03.19;11:00;47,036
14.03.19;12:00;39,501
14.03.19;13:00;43,639
14.03.19;14:00;35,387
14.03.19;15:00;54,347
14.03.19;16:00;63,354
14.03.19;17:00;38,274
14.03.19;18:00;30,84
14.03.19;19:00;21,721
14.03.19;20:00;33,147
14.03.19;21:00;23,231
14.03.19;22:00;22,272
14.03.19;23:00;14,458
15.03.19;00:00;19,795
15.03.19;01:00;12,614
15.03.19;02:00;9,012
15.03.19;03:00;10,311
15.03.19;04:00;12,939
15.03.19;05:00;12,899
15.03.19;06:00;21,121
15.03.19;07:00;38,493
15.03.19;08:00;51,898
15.03.19;09:00;57,338
15.03.19;10:00;50,472
15.03.19;11:00;44,666
15.03.19;12:00;50,61
15.03.19;13:00;32,128
15.03.19;14:00;32,721
15.03.19;15:00;10,942
15.03.19;16:00;18,243
15.03.19;17:00;18,197
15.03.19;18:00;24,19
15.03.19;19:00;19,877
15.03.19;20:00;24,774
15.03.19;21:00;17,106
15.03.19;22:00;21,704
15.03.19;23:00;
16.03.19;00:00;27,309
16.03.19;01:00;18,903
16.03.19;02:00;16,994
16.03.19;03:00;16,511
16.03.19;04:00;15,895
16.03.19;05:00;17,974
16.03.19;06:00;16,754
16.03.19;07:00;25,18
16.03.19;08:00;30,525
16.03.19;09:00;26,784
16.03.19;10:00;47,908
16.03.19;11:00;51,845
16.03.19;12:00;63,787
16.03.19;13:00;54,394
16.03.19;14:00;53,854
16.03.19;15:00;48,096
16.03.19;16:00;34,714
16.03.19;17:00;31,163
16.03.19;18:00;28,04
16.03.19;19:00;28,355
16.03.19;20:00;24,543
16.03.19;21:00;22,351
16.03.19;22:00;21,239
16.03.19;23:00;33,68
17.03.19;00:00;
17.03.19;01:00;24,097
17.03.19;02:00;23,499
17.03.19;03:00;20,419
17.03.19;04:00;20,235
17.03.19;05:00;20,242
17.03.19;06:00;14,835
17.03.19;07:00;13,382
17.03.19;08:00;11,996
17.03.19;09:00;14,932
17.03.19;10:00;14,224
17.03.19;11:00;17,309
17.03.19;12:00;18,15
17.03.19;13:00;23,066
17.03.19;14:00;19,274
17.03.19;15:00;31,799
17.03.19;16:00;31,084
17.03.19;17:00;25,042
17.03.19;18:00;24,178
17.03.19;19:00;25,533
17.03.19;20:00;26,325
17.03.19;21:00;24,99
17.03.19;22:00;28,547
17.03.19;23:00;23,967
18.03.19;00:00;13,911
18.03.19;01:00;
18.03.19;02:00;10,255
18.03.19;03:00;7,954
18.03.19;04:00;8,011
18.03.19;05:00;8,573
18.03.19;06:00;16,576
18.03.19;07:00;22,217
18.03.19;08:00;40,203
18.03.19;09:00;47,423
18.03.19;10:00;45,112
18.03.19;11:00;35,269
18.03.19;12:00;27,067
18.03.19;13:00;18,654
18.03.19;14:00;29,511
18.03.19;15:00;23,761
18.03.19;16:00;25,431
18.03.19;17:00;24,355
18.03.19;18:00;27,404
18.03.19;19:00;41,202
18.03.19;20:00;29,275
18.03.19;21:00;48,994
18.03.19;22:00;45,959
18.03.19;23:00;40,598
19.03.19;00:00;33,822
19.03.19;01:00;25,333
19.03.19;02:00;
19.03.19;03:00;16,287
19.03.19;04:00;19,192
19.03.19;05:00;26,07
19.03.19;06:00;45,036
19.03.19;07:00;56,257
19.03.19;08:00;74,276
19.03.19;09:00;67,217
19.03.19;10:00;56,454
19.03.19;11:00;43,081
19.03.19;12:00;33,486
19.03.19;13:00;32,274
19.03.19;14:00;27,99
19.03.19;15:00;35,014
19.03.19;16:00;30,507
19.03.19;17:00;56,12
19.03.19;18:00;58,16
19.03.19;19:00;75,066
19.03.19;20:00;108,177
19.03.19;21:00;100,239
19.03.19;22:00;88,7
19.03.19;23:00;78,348
20.03.19;00:00;61,426
20.03.19;01:00;46,28
20.03.19;02:00;31,856
20.03.19;03:00;
20.03.19;04:00;25,462
20.03.19;05:00;27,299
20.03.19;06:00;42,48
20.03.19;07:00;50,762
20.03.19;08:00;81,559
20.03.19;09:00;71,609
20.03.19;10:00;63,713
20.03.19;11:00;49,353
20.03.19;12:00;46,333
20.03.19;13:00;51,3
20.03.19;14:00;59,64
20.03.19;15:00;48,842
20.03.19;16:00;49,202
20.03.19;17:00;65,917
20.03.19;18:00;56,597
20.03.19;19:00;54,729
20.03.19;20:00;56,276
20.03.19;21:00;49,616
20.03.19;22:00;53,479
20.03.19;23:00;46,17
21.03.19;00:00;39,356
21.03.19;01:00;29,68
21.03.19;02:00;31,337
21.03.19;03:00;24,426
