Lufthygienisches ‹berwachungssystem Niedersachsen;
Hannover (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;
Datum;Uhrzeit;µg/m≥;Status;µg/m≥;Status;µg/m≥;Status;mg/m≥;Status;∞C;Status;hPa;Status;%;Status;
11.02.2019;07:00;8,991; ;49,631;;112,309;;0,19867;E;5,74;;998,0;;82,0;;
11.02.2019;08:00;8,902; ;55,605;;122,710;;0,20559;E;5,59;;999,0;;83,6;;
11.02.2019;09:00;9,048; ;44,675;;117,678;;0,22533;E;5,48;;1000,3;;85,0;;
11.02.2019;10:00;9,378; ;48,004;;130,396;;0,24594;E;5,37;;1001,8;;88,2;;
11.02.2019;11:00;9,893; ;52,287;;114,298;;0,25253;E;6,12;;1003,0;;83,0;;
11.02.2019;12:00;10,467; ;32,519;;86,461;;0,26043;E;6,80;;1004,4;;74,5;;
11.02.2019;13:00;11,047; ;24,119;;70,451;;0,26636;E;7,18;;1005,6;;61,8;;
11.02.2019;14:00;11,560; ;29,283;;81,583;;0,25917;E;7,39;;1006,6;;60,2;;
11.02.2019;15:00;12,112; ;45,754;;104,775;;0,25744;E;7,00;;1007,9;;64,2;;
11.02.2019;16:00;12,859; ;39,724;;93,086;;0,24593;E;6,55;;1009,5;;62,1;;
11.02.2019;17:00;13,593; ;40,426;;83,496;;0,24165;E;6,38;;1010,8;;60,8;;
11.02.2019;18:00;14,259; ;46,730;;97,442;;0,23860;E;5,70;;1012,5;;61,0;;
11.02.2019;19:00;14,816; ;37,228;;73,382;;0,23910;E;5,37;;1014,4;;62,8;;
11.02.2019;20:00;15,223; ;30,953;;64,519;;0,23860;E;4,85;;1015,6;;71,3;;
11.02.2019;21:00;15,528; ;28,562;;48,424;;0,23228;E;4,71;;1016,3;;68,9;;
11.02.2019;22:00;15,884; ;21,806;;37,832;;0,23053;E;4,39;;1017,1;;75,6;;
11.02.2019;23:00;16,295; ;20,414;;37,503;;0,21505;E;4,22;;1018,0;;77,0;;
12.02.2019;00:00;16,567; ;14,365;;22,047;;0,20078;E;4,21;;1018,4;;73,0;;
12.02.2019;01:00;16,256; ;10,318;;14,505;;0,18870;E;4,49;;1019,0;;66,7;;
12.02.2019;02:00;15,878; ;;*;;*;0,17093;E;4,41;;1019,2;;68,0;;
12.02.2019;03:00;15,559; ;9,084;;11,951;;0,16557;E;4,26;;1019,4;;70,9;;
12.02.2019;04:00;15,328; ;8,016;;11,739;;0,16111;E;4,15;;1019,7;;75,0;;
12.02.2019;05:00;15,139; ;13,986;;21,692;;0,16416;E;3,62;;1020,2;;81,9;;
12.02.2019;06:00;15,036; ;41,522;;88,586;;0,18633;E;3,59;;1020,6;;83,6;;
12.02.2019;07:00;14,966; ;58,907;;143,302;;0,21893;E;3,66;;1020,9;;83,5;;
12.02.2019;08:00;14,937; ;53,464;;129,061;;0,26184;E;3,63;;1021,5;;85,7;;
12.02.2019;09:00;14,897; ;49,147;;148,601;;0,28749;E;3,79;;1022,1;;84,9;;
12.02.2019;10:00;14,803; ;48,883;;124,078;;0,31677;E;4,17;;1023,0;;84,3;;
12.02.2019;11:00;14,657; ;40,199;;112,453;;0,33363;E;4,97;;1023,5;;79,7;;
12.02.2019;12:00;14,585; ;23,376;;149,993;;0,35083;E;5,81;;1023,9;;76,7;;
12.02.2019;13:00;14,546; ;52,511;;122,632;;0,37363;E;6,59;;1024,0;;69,5;;
12.02.2019;14:00;14,516; ;56,557;;152,775;;0,36843;E;7,32;;1024,0;;62,5;;
12.02.2019;15:00;14,569; ;63,329;;171,572;;0,36877;E;7,10;;1024,3;;66,0;;
12.02.2019;16:00;14,436; ;57,518;;145,773;;0,36274;E;7,17;;1024,7;;64,8;;
12.02.2019;17:00;14,480; ;67,857;;163,102;;0,38950;E;6,93;;1024,7;;70,2;;
12.02.2019;18:00;14,736; ;73,190;;193,774;;0,42604;E;6,58;;1025,0;;74,1;;
12.02.2019;19:00;15,351; ;67,187;;174,583;;0,47146;E;6,11;;1025,2;;78,0;;
12.02.2019;20:00;16,232; ;60,586;;124,588;;0,48602;E;5,74;;1025,2;;81,4;;
12.02.2019;21:00;17,396; ;51,806;;89,262;;0,49465;E;5,56;;1025,3;;82,4;;
12.02.2019;22:00;18,712; ;47,512;;78,221;;0,50511;E;5,49;;1025,3;;79,5;;
12.02.2019;23:00;20,045; ;50,703;;80,918;;0,50805;E;5,50;;1025,3;;79,0;;
13.02.2019;00:00;21,371; ;44,735;;64,271;;0,50511;E;5,69;;1025,7;;79,1;;
13.02.2019;01:00;22,652; ;37,041;;48,371;;0,46927;E;5,88;;1025,6;;78,9;;
13.02.2019;02:00;23,934; ;31,141;;40,674;;0,41592;E;6,21;;1025,8;;78,5;;
13.02.2019;03:00;25,183; ;;*;;*;0,36519;E;6,46;;1025,5;;79,6;;
13.02.2019;04:00;26,369; ;24,410;;29,179;;0,34558;E;6,37;;1025,0;;80,7;;
13.02.2019;05:00;27,621; ;30,776;;45,587;;0,32648;E;6,42;;1025,0;;81,0;;
13.02.2019;06:00;29,022; ;46,687;;105,835;;0,32836;E;6,25;;1025,3;;84,8;;
13.02.2019;07:00;30,558; ;61,242;;165,859;;0,33908;E;6,13;;1025,3;;87,7;;
13.02.2019;08:00;32,028; ;61,946;;189,511;;0,35487;E;6,37;;1025,5;;86,7;;
13.02.2019;09:00;33,513; ;70,210;;207,016;;0,38324;E;6,46;;1026,1;;86,2;;
13.02.2019;10:00;34,813; ;62,165;;205,389;;0,40717;E;6,24;;1026,5;;91,2;;
13.02.2019;11:00;35,800; ;57,236;;172,427;;0,43094;E;6,61;;1026,7;;91,5;;
13.02.2019;12:00;36,323; ;57,584;;168,281;;0,49023;E;7,69;;1026,6;;87,5;;
13.02.2019;13:00;36,806; ;43,653;;145,253;;0,50756;E;8,07;;1026,9;;84,0;;
13.02.2019;14:00;37,359; ;63,070;;163,758;;0,51115;E;8,43;;1026,8;;80,7;;
13.02.2019;15:00;37,715; ;64,811;;167,427;;0,51203;E;8,66;;1026,8;;77,3;;
13.02.2019;16:00;38,071; ;72,404;;184,292;;0,51273;E;8,68;;1027,0;;77,0;;
13.02.2019;17:00;38,043; ;75,760;;188,859;;0,50913;E;8,80;;1027,1;;77,1;;
13.02.2019;18:00;37,812; ;82,916;;204,529;;0,51590;E;8,53;;1027,3;;77,6;;
13.02.2019;19:00;37,277; ;63,992;;128,906;;0,50735;E;8,19;;1027,9;;78,5;;
13.02.2019;20:00;36,553; ;55,772;;98,750;;0,45414;E;8,12;;1027,9;;78,1;;
13.02.2019;21:00;35,696; ;43,319;;71,871;;0,43407;E;7,96;;1027,9;;79,4;;
13.02.2019;22:00;34,652; ;45,322;;74,691;;0,40605;E;8,00;;1027,7;;77,4;;
13.02.2019;23:00;33,603; ;48,533;;81,809;;0,37540;E;8,09;;1027,9;;75,1;;
14.02.2019;00:00;32,605; ;40,513;;58,430;;0,35338;E;7,84;;1027,7;;75,6;;
14.02.2019;01:00;31,765; ;;*;;*;0,32885;E;7,61;;1028,0;;75,9;;
14.02.2019;02:00;31,218; ;;*;;*;;*;7,03;;1028,1;;77,4;;
14.02.2019;03:00;30,764; ;;*;;*;;*;6,23;;1027,9;;80,2;;
14.02.2019;04:00;30,524; ;;*;;*;;*;5,62;;1028,1;;81,5;;
14.02.2019;05:00;30,292; ;;*;;*;;*;5,07;;1028,1;;83,4;;
14.02.2019;06:00;29,882; ;;*;;*;;*;4,75;;1028,3;;83,9;;
14.02.2019;07:00;29,326; ;;*;;*;;*;4,58;;1028,2;;83,4;;
14.02.2019;08:00;28,824; ;;*;;*;;*;4,59;;1028,7;;81,9;;
14.02.2019;09:00;28,368; ;;*;;*;;*;4,44;;1029,1;;82,0;;
14.02.2019;10:00;27,920; ;;*;;*;;*;5,08;;1029,2;;78,3;;
14.02.2019;11:00;27,471; ;;*;;*;;*;8,58;;1029,3;;63,8;;
14.02.2019;12:00;27,178; ;;*;;*;;*;10,02;;1029,3;;56,9;;
14.02.2019;13:00;26,731; ;;*;;*;;*;10,46;;1028,9;;50,9;;
14.02.2019;14:00;26,133; ;68,452;;168,055;;;*;11,36;;1028,3;;43,6;;
14.02.2019;15:00;25,453; ;80,232;;194,566;;;*;12,10;;1028,0;;36,8;;
14.02.2019;16:00;24,796; ;83,236;;196,362;;;*;12,07;;1027,9;;38,7;;
14.02.2019;17:00;24,415; ;93,855;;242,201;;;*;11,73;;1027,6;;42,1;;
14.02.2019;18:00;24,242; ;108,367;;382,762;;;*;10,51;;1027,6;;49,3;;
14.02.2019;19:00;24,512; ;130,805;;554,888;;0,73825; ;8,95;;1027,8;;56,8;;
14.02.2019;20:00;25,368; ;116,588;;544,236;;0,85284; ;8,28;;1027,8;;60,4;;
14.02.2019;21:00;26,235; ;102,621;;459,374;;0,89298; ;7,21;;1027,7;;62,8;;
14.02.2019;22:00;27,216; ;99,130;;419,827;;0,98147; ;6,20;;1027,6;;67,4;;
14.02.2019;23:00;27,845; ;90,395;;363,868;;1,06412; ;5,27;;1027,6;;70,5;;
15.02.2019;00:00;28,154; ;75,350;;255,875;;1,09484; ;4,68;;1027,5;;71,3;;
15.02.2019;01:00;28,323; ;60,280;;145,888;;1,08278; ;4,42;;1027,4;;71,0;;
15.02.2019;02:00;28,470; ;56,127;;165,726;;1,04347; ;3,57;;1027,4;;74,7;;
15.02.2019;03:00;28,239; ;49,910;;98,235;;0,93586; ;3,50;;1027,3;;75,6;;
15.02.2019;04:00;27,639; ;43,775;;61,320;;0,79864; ;3,66;;1027,1;;74,3;;
15.02.2019;05:00;26,949; ;;*;;*;0,70724; ;3,52;;1026,9;;74,4;;
15.02.2019;06:00;26,302; ;64,709;;171,842;;0,63483; ;3,38;;1026,7;;74,5;;
15.02.2019;07:00;25,727; ;80,702;;284,992;;0,59015;E;3,24;;1026,6;;74,0;;
15.02.2019;08:00;25,243; ;85,656;;380,575;;0,59817;E;3,32;;1026,6;;72,9;;
15.02.2019;09:00;24,684; ;78,729;;328,413;;0,62917; ;3,79;;1026,9;;70,5;;
15.02.2019;10:00;24,136; ;67,353;;246,863;;0,63137; ;5,40;;1027,0;;64,7;;
15.02.2019;11:00;23,673; ;73,977;;205,233;;0,64067; ;9,76;;1026,9;;51,2;;
15.02.2019;12:00;23,292; ;63,889;;158,228;;0,64555; ;11,91;;1026,7;;45,1;;
15.02.2019;13:00;23,086; ;65,514;;146,131;;0,64722; ;12,08;;1026,1;;45,1;;
15.02.2019;14:00;22,966; ;68,731;;149,565;;0,63330; ;13,41;;1025,5;;41,5;;
15.02.2019;15:00;22,982; ;67,465;;139,319;;0,59510;E;14,05;;1024,8;;40,0;;
15.02.2019;16:00;22,967; ;68,613;;126,545;;0,55440;E;14,48;;1024,2;;37,7;;
15.02.2019;17:00;22,942; ;67,451;;124,732;;0,51524;E;14,00;;1023,6;;42,1;;
15.02.2019;18:00;23,102; ;97,818;;243,268;;0,55767;E;12,77;;1023,2;;47,0;;
15.02.2019;19:00;22,662; ;85,933;;190,428;;0,57929;E;11,87;;1023,0;;47,2;;
15.02.2019;20:00;21,482; ;72,144;;137,365;;0,58736;E;11,85;;1022,6;;46,1;;
15.02.2019;21:00;20,354; ;61,888;;94,419;;0,58139;E;10,97;;1022,1;;48,3;;
15.02.2019;22:00;19,106; ;47,175;;66,344;;0,57037;E;10,69;;1021,7;;49,0;;
15.02.2019;23:00;18,261; ;45,383;;62,030;;0,56237;E;9,53;;1021,3;;53,3;;
16.02.2019;00:00;17,593; ;32,799;;40,941;;0,54450;E;9,29;;1020,9;;53,4;;
16.02.2019;01:00;17,035; ;33,731;;43,382;;0,52728;E;8,43;;1020,5;;55,4;;
16.02.2019;02:00;16,278; ;30,699;;44,715;;0,45985;E;8,01;;1020,2;;54,8;;
16.02.2019;03:00;15,803; ;32,855;;41,191;;0,41411;E;7,66;;1019,7;;54,3;;
16.02.2019;04:00;15,434; ;29,877;;37,881;;0,38346;E;8,06;;1019,3;;50,5;;
16.02.2019;05:00;15,112; ;29,586;;44,271;;0,37494;E;7,59;;1018,9;;51,9;;
16.02.2019;06:00;14,885; ;34,672;;51,463;;0,36984;E;7,50;;1018,5;;51,1;;
16.02.2019;07:00;14,524; ;28,298;;49,393;;0,35776;E;7,48;;1018,4;;51,2;;
16.02.2019;08:00;14,172; ;48,007;;81,235;;0,36430;E;7,08;;1018,6;;52,7;;
16.02.2019;09:00;13,984; ;69,695;;139,235;;0,37932;E;7,75;;1018,7;;50,1;;
16.02.2019;10:00;13,922; ;58,967;;120,936;;0,38922;E;9,12;;1018,7;;46,2;;
16.02.2019;11:00;13,888; ;59,127;;128,607;;0,40783;E;12,45;;1018,6;;37,9;;
16.02.2019;12:00;13,861; ;48,364;;96,020;;0,43152;E;13,92;;1018,8;;34,7;;
16.02.2019;13:00;13,978; ;54,966;;108,236;;0,45617;E;13,95;;1018,7;;35,5;;
16.02.2019;14:00;14,253; ;60,971;;117,853;;0,48906;E;14,75;;1018,3;;35,3;;
16.02.2019;15:00;14,574; ;63,455;;125,146;;0,52330;E;15,23;;1017,7;;36,2;;
16.02.2019;16:00;14,953; ;71,979;;150,981;;0,55976;E;15,35;;1017,4;;36,4;;
16.02.2019;17:00;15,456; ;94,816;;208,362;;0,60484; ;14,74;;1017,2;;38,8;;
16.02.2019;18:00;16,146; ;110,936;;342,976;;0,71300; ;13,13;;1017,4;;47,2;;
16.02.2019;19:00;17,325; ;119,449;;417,411;;0,83173; ;11,14;;1017,6;;53,7;;
16.02.2019;20:00;18,798; ;122,362;;439,746;;0,97244; ;9,73;;1017,8;;58,0;;
16.02.2019;21:00;20,382; ;109,371;;420,722;;1,07840; ;8,70;;1017,8;;61,3;;
16.02.2019;22:00;22,376; ;95,031;;326,134;;1,16125; ;8,15;;1017,9;;63,6;;
16.02.2019;23:00;26,573; ;;*;;*;1,23078; ;7,57;;1018,0;;67,2;;
17.02.2019;00:00;28,208; ;72,840;;269,701;;1,27717; ;6,65;;1018,0;;71,1;;
17.02.2019;01:00;29,769; ;67,170;;240,944;;1,29188; ;5,99;;1018,1;;73,9;;
17.02.2019;02:00;30,938; ;50,110;;103,347;;1,19936; ;5,55;;1018,0;;75,6;;
17.02.2019;03:00;31,943; ;51,775;;129,317;;1,08543; ;5,08;;1018,0;;77,0;;
17.02.2019;04:00;33,027; ;48,043;;93,167;;0,94375; ;4,76;;1017,7;;78,7;;
17.02.2019;05:00;34,101; ;48,031;;96,201;;0,83105; ;4,51;;1017,3;;79,9;;
17.02.2019;06:00;35,056; ;44,361;;58,319;;0,71102; ;4,47;;1017,2;;79,3;;
17.02.2019;07:00;36,073; ;42,763;;52,925;;0,61493; ;4,26;;1016,9;;79,2;;
17.02.2019;08:00;36,976; ;41,402;;55,948;;0,52940;E;4,24;;1017,0;;78,7;;
17.02.2019;09:00;37,654; ;41,628;;63,776;;0,45204;E;4,84;;1017,1;;75,6;;
17.02.2019;10:00;38,239; ;33,600;;61,014;;0,42178;E;6,85;;1016,9;;67,6;;
17.02.2019;11:00;38,835; ;34,699;;64,307;;0,41396;E;9,43;;1016,7;;59,3;;
17.02.2019;12:00;39,593; ;31,956;;54,843;;0,40702;E;10,94;;1016,3;;56,0;;
17.02.2019;13:00;40,266; ;34,024;;54,983;;0,40646;E;12,14;;1015,6;;51,4;;
17.02.2019;14:00;40,828; ;37,554;;62,031;;0,41833;E;12,97;;1015,0;;48,6;;
17.02.2019;15:00;41,321; ;36,128;;54,282;;0,42460;E;13,73;;1014,3;;46,8;;
17.02.2019;16:00;41,654; ;36,598;;57,160;;0,42930;E;14,21;;1013,8;;43,6;;
17.02.2019;17:00;41,771; ;57,972;;95,685;;0,45566;E;13,85;;1013,4;;45,2;;
17.02.2019;18:00;41,505; ;99,024;;303,246;;0,54594;E;12,40;;1013,3;;51,7;;
17.02.2019;19:00;41,184; ;100,343;;286,671;;0,61380; ;10,98;;1013,3;;56,5;;
17.02.2019;20:00;40,748; ;89,744;;232,348;;0,68006; ;10,03;;1013,1;;58,6;;
17.02.2019;21:00;39,979; ;83,289;;176,469;;0,69819; ;9,39;;1013,1;;59,0;;
17.02.2019;22:00;38,676; ;91,874;;200,916;;0,72360; ;9,01;;1013,2;;58,0;;
17.02.2019;23:00;34,947; ;77,617;;162,797;;0,75685; ;8,54;;1013,2;;57,3;;
18.02.2019;00:00;33,850; ;;*;;*;0,76649; ;7,87;;1013,2;;59,1;;
18.02.2019;01:00;32,856; ;49,831;;71,938;;0,74627; ;7,59;;1013,3;;59,4;;
18.02.2019;02:00;32,115; ;39,667;;48,951;;0,65791; ;7,89;;1013,3;;56,7;;
18.02.2019;03:00;31,539; ;52,338;;72,819;;0,57255;E;6,58;;1013,1;;61,8;;
18.02.2019;04:00;30,878; ;38,307;;62,544;;0,49788;E;7,67;;1012,9;;56,0;;
18.02.2019;05:00;30,219; ;36,378;;56,380;;0,46316;E;7,28;;1012,8;;57,2;;
18.02.2019;06:00;29,667; ;63,237;;132,209;;0,44382;E;7,08;;1012,8;;58,7;;
18.02.2019;07:00;29,221; ;81,578;;228,974;;0,43122;E;6,77;;1012,8;;60,3;;
18.02.2019;08:00;28,907; ;86,880;;286,162;;0,45987;E;6,32;;1013,0;;63,0;;
18.02.2019;09:00;28,706; ;80,753;;256,723;;0,49745;E;6,06;;1013,1;;64,7;;
18.02.2019;10:00;28,578; ;69,489;;193,479;;0,51855;E;7,18;;1012,9;;61,4;;
18.02.2019;11:00;28,488; ;68,054;;167,540;;0,53696;E;10,51;;1012,6;;50,4;;
18.02.2019;12:00;28,370; ;53,767;;126,207;;0,55400;E;11,87;;1012,1;;47,6;;
18.02.2019;13:00;28,176; ;56,772;;130,888;;0,56781;E;12,75;;1011,5;;44,9;;
18.02.2019;14:00;28,051; ;69,060;;145,968;;0,57545;E;14,12;;1010,8;;42,4;;
18.02.2019;15:00;27,922; ;58,313;;140,587;;0,56413;E;14,85;;1010,0;;41,5;;
18.02.2019;16:00;27,942; ;73,095;;161,082;;0,54416;E;15,19;;1009,5;;41,5;;
18.02.2019;17:00;27,998; ;78,690;;166,606;;0,53751;E;15,07;;1009,0;;41,6;;
18.02.2019;18:00;27,908; ;97,579;;241,069;;0,57040;E;14,00;;1008,5;;44,9;;
18.02.2019;19:00;27,766; ;103,811;;300,220;;0,62170; ;12,32;;1008,2;;49,4;;
18.02.2019;20:00;27,445; ;67,571;;114,627;;0,62699; ;11,56;;1007,8;;49,8;;
18.02.2019;21:00;27,269; ;70,477;;111,738;;0,63143; ;10,70;;1007,8;;50,7;;
18.02.2019;22:00;27,165; ;53,677;;103,037;;0,62357; ;10,05;;1007,8;;51,6;;
18.02.2019;23:00;27,139; ;34,904;;49,051;;0,60265; ;10,16;;1007,6;;52,1;;
19.02.2019;00:00;27,294; ;46,473;;64,513;;0,57976;E;8,97;;1007,5;;58,1;;
19.02.2019;01:00;27,360; ;;*;;*;0,53753;E;8,06;;1007,4;;61,8;;
19.02.2019;02:00;27,248; ;29,825;;34,100;;0,46252;E;9,25;;1007,3;;55,8;;
19.02.2019;03:00;27,071; ;32,960;;40,723;;0,38031;E;9,25;;1007,2;;57,1;;
19.02.2019;04:00;27,021; ;24,186;;29,061;;0,33758;E;9,13;;1006,8;;60,1;;
19.02.2019;05:00;27,118; ;28,709;;44,703;;0,29340;E;9,11;;1006,8;;61,9;;
19.02.2019;06:00;27,609; ;48,987;;99,880;;0,28029;E;8,97;;1006,9;;64,8;;
19.02.2019;07:00;28,814; ;57,123;;176,491;;0,29052;E;8,99;;1007,4;;69,5;;
19.02.2019;08:00;29,754; ;69,280;;195,245;;0,29837;E;8,58;;1008,0;;74,8;;
19.02.2019;09:00;30,536; ;70,088;;204,712;;0,30695;E;8,32;;1008,5;;75,7;;
19.02.2019;10:00;30,789; ;57,744;;165,031;;0,31699;E;8,45;;1008,9;;74,9;;
19.02.2019;11:00;31,232; ;62,320;;155,910;;0,32281;E;8,97;;1009,3;;71,6;;
19.02.2019;12:00;31,685; ;46,986;;123,171;;0,33316;E;9,56;;1009,5;;65,7;;
19.02.2019;13:00;31,681; ;62,746;;132,017;;0,34487;E;9,90;;1009,5;;60,2;;
19.02.2019;14:00;31,380; ;50,686;;112,422;;0,32518;E;10,22;;1009,3;;59,5;;
19.02.2019;15:00;30,985; ;54,651;;124,184;;0,30808;E;10,62;;1009,2;;57,8;;
19.02.2019;16:00;30,456; ;63,900;;134,841;;0,28378;E;10,63;;1009,2;;56,2;;
19.02.2019;17:00;29,883; ;63,813;;136,917;;0,27616;E;10,18;;1009,3;;57,7;;
19.02.2019;18:00;29,224; ;55,256;;114,226;;0,27236;E;9,70;;1009,7;;62,8;;
19.02.2019;19:00;28,527; ;54,223;;113,569;;0,27122;E;7,95;;1010,4;;82,6;;
19.02.2019;20:00;27,606; ;47,976;;83,838;;0,26928;E;7,26;;1011,0;;84,1;;
19.02.2019;21:00;26,951; ;51,802;;100,510;;0,27438;E;7,23;;1011,4;;86,1;;
19.02.2019;22:00;26,483; ;43,437;;77,262;;0,27889;E;7,36;;1011,7;;84,4;;
19.02.2019;23:00;26,157; ;42,384;;71,645;;0,27105;E;7,45;;1011,9;;82,6;;
20.02.2019;00:00;25,577; ;29,309;;46,778;;0,26352;E;7,62;;1012,0;;78,4;;
20.02.2019;01:00;25,004; ;15,876;;20,491;;0,24538;E;7,64;;1012,3;;74,2;;
20.02.2019;02:00;24,766; ;;*;;*;0,23052;E;7,44;;1012,6;;74,2;;
20.02.2019;03:00;24,614; ;18,559;;21,875;;0,21222;E;7,08;;1012,7;;75,2;;
20.02.2019;04:00;24,565; ;17,465;;23,571;;0,19795;E;6,87;;1012,6;;76,1;;
20.02.2019;05:00;24,426; ;32,135;;52,719;;0,18339;E;6,78;;1012,6;;77,8;;
20.02.2019;06:00;23,913; ;47,325;;97,554;;0,19465;E;6,66;;1012,6;;78,2;;
20.02.2019;07:00;22,764; ;69,478;;169,320;;0,21451;E;6,87;;1012,7;;76,4;;
20.02.2019;08:00;21,988; ;83,066;;232,261;;0,24124;E;7,15;;1013,0;;74,7;;
20.02.2019;09:00;21,471; ;81,853;;239,412;;0,27797;E;7,27;;1013,5;;74,5;;
20.02.2019;10:00;21,579; ;62,454;;153,596;;0,30909;E;7,63;;1014,3;;73,6;;
20.02.2019;11:00;21,477; ;61,635;;156,415;;0,34413;E;8,47;;1014,9;;70,2;;
20.02.2019;12:00;21,363; ;57,467;;135,996;;0,37230;E;9,18;;1015,3;;67,4;;
20.02.2019;13:00;21,475; ;58,108;;138,339;;0,39816;E;9,81;;1015,4;;61,9;;
20.02.2019;14:00;21,473; ;73,105;;156,513;;0,40031;E;10,42;;1015,4;;54,4;;
20.02.2019;15:00;21,522; ;76,343;;167,971;;0,40374;E;10,82;;1015,3;;51,7;;
20.02.2019;16:00;21,658; ;79,276;;186,180;;0,40023;E;10,76;;1015,3;;52,8;;
20.02.2019;17:00;21,827; ;76,911;;166,768;;0,39994;E;10,55;;1015,4;;55,6;;
20.02.2019;18:00;22,193; ;92,008;;206,974;;0,43123;E;10,43;;1015,6;;58,9;;
20.02.2019;19:00;22,794; ;89,185;;193,589;;0,45333;E;10,08;;1016,1;;62,8;;
20.02.2019;20:00;23,962; ;81,230;;162,130;;0,46564;E;9,67;;1016,4;;65,0;;
20.02.2019;21:00;25,050; ;60,788;;103,411;;0,47605;E;9,54;;1016,5;;64,8;;
20.02.2019;22:00;26,576; ;64,819;;112,429;;0,48822;E;9,39;;1016,5;;65,7;;
20.02.2019;23:00;27,947; ;61,365;;110,145;;0,49621;E;9,02;;1016,4;;66,9;;
21.02.2019;00:00;29,124; ;44,065;;63,285;;0,48814;E;8,54;;1016,6;;67,3;;
21.02.2019;01:00;30,589; ;35,203;;44,426;;0,48210;E;7,92;;1016,8;;70,7;;
21.02.2019;02:00;31,942; ;30,771;;34,965;;0,44898;E;8,02;;1016,8;;70,8;;
21.02.2019;03:00;33,048; ;;*;;*;0,42674;E;8,44;;1016,7;;69,3;;
21.02.2019;04:00;33,868; ;32,623;;43,117;;0,40945;E;8,62;;1016,8;;68,5;;
21.02.2019;05:00;34,382; ;38,287;;58,083;;0,40023;E;8,62;;1016,9;;67,8;;
21.02.2019;06:00;34,741; ;57,632;;115,914;;0,41136;E;8,64;;1016,7;;71,0;;
21.02.2019;07:00;34,900; ;72,518;;177,798;;0,42486;E;8,79;;1016,5;;72,5;;
21.02.2019;08:00;34,739; ;90,175;;237,079;;0,47093;E;8,84;;1016,8;;72,2;;
21.02.2019;09:00;34,417; ;71,901;;176,594;;0,49062;E;8,95;;1017,2;;71,7;;
21.02.2019;10:00;34,219; ;62,008;;137,461;;0,50578;E;9,31;;1017,6;;70,7;;
21.02.2019;11:00;33,846; ;65,045;;153,310;;0,49963;E;10,20;;1017,9;;68,0;;
21.02.2019;12:00;33,588; ;52,103;;122,031;;0,51295;E;11,27;;1017,8;;65,4;;
21.02.2019;13:00;33,553; ;53,056;;131,799;;0,52303;E;11,21;;1017,4;;69,6;;
21.02.2019;14:00;33,954; ;71,057;;157,711;;0,52268;E;11,82;;1017,2;;66,8;;
21.02.2019;15:00;34,424; ;53,308;;131,388;;0,52299;E;11,99;;1017,3;;65,4;;
21.02.2019;16:00;35,157; ;60,211;;147,365;;0,51522;E;11,72;;1017,5;;68,8;;
21.02.2019;17:00;35,961; ;67,050;;150,088;;0,51980;E;11,07;;1017,8;;77,1;;
21.02.2019;18:00;36,772; ;60,743;;127,383;;0,52961;E;10,41;;1018,0;;84,6;;
21.02.2019;19:00;37,701; ;65,187;;136,066;;0,55297;E;9,99;;1018,6;;89,8;;
21.02.2019;20:00;38,849; ;53,083;;100,330;;0,56073;E;9,66;;1018,9;;93,0;;
21.02.2019;21:00;40,014; ;41,681;;73,233;;0,56199;E;9,48;;1019,2;;95,6;;
21.02.2019;22:00;40,568; ;32,189;;54,888;;0,55036;E;9,39;;1019,7;;97,4;;
21.02.2019;23:00;40,812; ;23,289;;39,526;;0,53014;E;9,32;;1020,2;;97,8;;
22.02.2019;00:00;41,062; ;20,975;;30,709;;0,49882;E;9,12;;1020,7;;97,3;;
22.02.2019;01:00;40,886; ;16,118;;22,835;;0,47022;E;8,92;;1021,1;;98,2;;
22.02.2019;02:00;40,626; ;14,271;;18,134;;0,44164;E;8,89;;1021,8;;97,9;;
22.02.2019;03:00;40,662; ;13,691;;17,267;;0,39990;E;8,90;;1022,7;;97,2;;
22.02.2019;04:00;40,958; ;;*;;*;0,36695;E;8,94;;1023,0;;96,3;;
22.02.2019;05:00;41,631; ;25,258;;47,441;;0,34898;E;8,85;;1023,7;;96,1;;
22.02.2019;06:00;42,288; ;45,399;;108,390;;0,35676;E;8,93;;1024,3;;94,7;;
22.02.2019;07:00;42,835; ;53,053;;149,775;;0,36253;E;8,88;;1025,1;;93,8;;
22.02.2019;08:00;43,437; ;53,107;;138,109;;0,37527;E;8,75;;1026,0;;93,2;;
22.02.2019;09:00;43,620; ;51,778;;124,704;;0,38287;E;8,78;;1026,9;;90,5;;
22.02.2019;10:00;43,397; ;38,020;;80,445;;0,38851;E;8,80;;1028,1;;88,3;;
22.02.2019;11:00;42,990; ;23,624;;41,058;;0,38242;E;8,47;;1028,9;;87,6;;
22.02.2019;12:00;42,153; ;19,703;;33,956;;0,38496;E;8,52;;1029,7;;80,1;;
22.02.2019;13:00;41,230; ;18,207;;33,178;;0,38020;E;6,87;;1030,6;;83,5;;
22.02.2019;14:00;40,265; ;20,436;;36,547;;0,35406;E;6,38;;1031,2;;83,4;;
22.02.2019;15:00;39,284; ;25,111;;50,468;;0,33756;E;6,16;;1032,1;;77,8;;
