Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;µg/m³;Status;°C;Status;hPa;Status;Grad;Status;m/s;Status;%;Status;min;Status;W/m²;Status;
05.01.2019;14:00;5,398; ;12,412;;13,832;;62,356;;6,98;;1014,2;;321,0;;3,00;;100,0;;11;;27,7;;
05.01.2019;15:00;5,094; ;11,977;;13,284;;62,440;;7,00;;1014,4;;326,5;;3,34;;100,0;;17;;18,1;;
05.01.2019;16:00;4,863; ;12,562;;13,798;;60,869;;6,97;;1014,6;;320,4;;2,95;;100,0;;40;;6,9;;
05.01.2019;17:00;4,658; ;13,014;;14,383;;59,891;;6,97;;1014,9;;321,6;;2,84;;100,0;;2;;1,8;;
05.01.2019;18:00;4,490; ;12,800;;14,040;;60,073;;6,93;;1015,0;;319,4;;3,12;;100,0;;5;;0,3;;
05.01.2019;19:00;4,254; ;12,735;;14,042;;59,335;;6,85;;1015,0;;320,7;;3,10;;100,0;;21;;0,3;;
05.01.2019;20:00;4,170; ;11,687;;12,747;;59,792;;6,84;;1015,2;;324,4;;2,66;;100,0;;29;;0,4;;
05.01.2019;21:00;4,084; ;11,968;;12,970;;60,331;;6,85;;1015,3;;324,8;;2,89;;100,0;;16;;0,3;;
05.01.2019;22:00;3,971; ;11,286;;12,306;;61,223;;6,73;;1015,6;;323,1;;2,93;;100,0;;60;;0,4;;
05.01.2019;23:00;3,834; ;11,050;;11,995;;61,479;;6,63;;1015,6;;320,3;;2,84;;100,0;;60;;0,5;;
06.01.2019;00:00;3,726; ;10,144;;11,254;;61,908;;6,57;;1015,7;;317,5;;2,92;;100,0;;31;;0,5;;
06.01.2019;01:00;3,662; ;9,478;;10,330;;62,490;;6,52;;1015,8;;320,4;;2,81;;100,0;;53;;0,5;;
06.01.2019;02:00;3,534; ;9,571;;10,393;;;*;6,47;;1015,9;;314,3;;2,60;;100,0;;48;;0,6;;
06.01.2019;03:00;3,272; ;9,529;;10,411;;61,451;;6,46;;1016,1;;317,1;;2,43;;100,0;;42;;0,5;;
06.01.2019;04:00;3,178; ;9,919;;10,728;;60,041;;6,45;;1016,3;;317,4;;2,49;;100,0;;56;;0,6;;
06.01.2019;05:00;3,147; ;;*;;*;59,092;;6,39;;1016,3;;315,1;;2,56;;100,0;;33;;0,5;;
06.01.2019;06:00;3,148; ;10,354;;11,310;;59,399;;6,36;;1016,2;;322,4;;2,50;;100,0;;56;;0,5;;
06.01.2019;07:00;3,152; ;10,669;;11,489;;60,346;;6,32;;1016,4;;321,1;;2,57;;100,0;;43;;0,6;;
06.01.2019;08:00;3,147; ;11,036;;11,942;;60,532;;6,27;;1016,7;;321,7;;2,60;;100,0;;36;;0,5;;
06.01.2019;09:00;3,035; ;11,572;;12,529;;59,329;;6,20;;1017,3;;323,0;;2,15;;100,0;;36;;1,7;;
06.01.2019;10:00;2,868; ;12,414;;13,548;;58,610;;6,17;;1017,8;;323,6;;2,30;;100,0;;47;;10,5;;
06.01.2019;11:00;2,847; ;12,695;;14,161;;58,854;;6,20;;1018,1;;321,0;;2,37;;100,0;;52;;25,3;;
06.01.2019;12:00;2,867; ;12,040;;13,548;;58,361;;6,31;;1018,3;;315,0;;2,31;;100,0;;38;;34,7;;
06.01.2019;13:00;2,918; ;11,347;;12,845;;58,469;;6,38;;1018,4;;315,0;;2,42;;100,0;;28;;38,8;;
06.01.2019;14:00;3,006; ;10,987;;12,394;;60,690;;6,33;;1018,4;;315,9;;2,83;;100,0;;5;;33,5;;
06.01.2019;15:00;3,086; ;10,952;;12,352;;60,213;;6,23;;1018,5;;312,9;;2,84;;100,0;;6;;30,5;;
06.01.2019;16:00;3,214; ;12,626;;13,749;;55,733;;6,21;;1018,8;;315,5;;1,86;;100,0;;0;;14,3;;
06.01.2019;17:00;3,420; ;14,716;;15,356;;49,024;;6,00;;1019,1;;300,9;;1,21;;100,0;;0;;2,4;;
06.01.2019;18:00;3,579; ;15,836;;16,625;;47,460;;5,88;;1019,3;;306,0;;1,35;;100,0;;15;;0,3;;
06.01.2019;19:00;3,780; ;15,384;;16,460;;52,511;;5,80;;1019,6;;318,5;;1,94;;100,0;;28;;0,3;;
06.01.2019;20:00;3,798; ;13,467;;14,561;;56,423;;5,61;;1019,9;;324,5;;2,29;;100,0;;5;;0,2;;
06.01.2019;21:00;3,831; ;13,496;;14,702;;53,378;;5,41;;1020,0;;316,5;;1,83;;100,0;;25;;0,3;;
06.01.2019;22:00;4,018; ;10,623;;11,313;;53,001;;5,28;;1020,1;;310,1;;1,68;;100,0;;40;;0,3;;
06.01.2019;23:00;4,331; ;10,964;;11,618;;51,193;;5,19;;1020,1;;309,8;;1,89;;100,0;;17;;0,3;;
07.01.2019;00:00;4,682; ;11,588;;12,489;;50,279;;5,16;;1020,1;;312,5;;1,81;;100,0;;33;;0,4;;
07.01.2019;01:00;5,160; ;10,068;;10,773;;50,485;;5,13;;1020,1;;312,6;;1,70;;100,0;;3;;0,5;;
07.01.2019;02:00;5,639; ;8,189;;8,557;;52,003;;5,08;;1020,1;;309,8;;1,52;;100,0;;0;;0,3;;
07.01.2019;03:00;6,196; ;8,699;;9,002;;;*;5,00;;1020,3;;299,9;;1,08;;100,0;;0;;0,4;;
07.01.2019;04:00;6,672; ;9,106;;9,331;;47,625;;4,75;;1020,3;;290,0;;0,94;;100,0;;0;;0,2;;
07.01.2019;05:00;7,157; ;8,818;;8,998;;44,311;;4,36;;1019,9;;271,0;;0,81;;100,0;;0;;0,0;;
07.01.2019;06:00;7,584; ;10,001;;10,408;;44,155;;4,10;;1019,5;;272,0;;0,98;;100,0;;0;;0,0;;
07.01.2019;07:00;8,022; ;10,375;;10,642;;43,718;;3,90;;1019,1;;256,6;;0,86;;100,0;;0;;0,2;;
07.01.2019;08:00;8,522; ;16,312;;17,065;;36,360;;3,82;;1019,2;;259,4;;0,98;;99,9;;3;;0,3;;
07.01.2019;09:00;9,056; ;18,587;;19,333;;33,296;;3,75;;1019,0;;250,2;;0,96;;99,6;;30;;1,8;;
07.01.2019;10:00;9,652; ;20,637;;22,297;;30,656;;3,79;;1018,8;;246,7;;1,09;;100,0;;54;;12,4;;
07.01.2019;11:00;10,375; ;19,827;;21,659;;31,726;;4,11;;1018,7;;253,9;;1,47;;100,0;;55;;23,3;;
07.01.2019;12:00;11,057; ;23,400;;26,431;;28,626;;4,42;;1018,0;;247,7;;1,10;;100,0;;60;;34,6;;
07.01.2019;13:00;11,746; ;26,939;;31,433;;23,513;;4,68;;1017,1;;247,7;;1,20;;100,0;;58;;38,8;;
07.01.2019;14:00;12,325; ;30,021;;35,685;;18,742;;4,92;;1016,1;;245,4;;1,00;;100,0;;57;;32,7;;
07.01.2019;15:00;12,626; ;33,113;;39,014;;16,714;;5,18;;1015,2;;247,6;;1,27;;100,0;;60;;22,5;;
07.01.2019;16:00;12,966; ;34,647;;38,531;;16,011;;5,36;;1014,3;;246,8;;1,33;;100,0;;38;;6,5;;
07.01.2019;17:00;13,142; ;36,776;;40,139;;12,547;;5,42;;1013,2;;237,0;;1,48;;100,0;;32;;1,3;;
07.01.2019;18:00;13,422; ;35,381;;37,722;;13,378;;5,61;;1011,9;;240,8;;1,59;;100,0;;6;;0,6;;
07.01.2019;19:00;13,964; ;33,826;;35,469;;14,990;;6,01;;1010,6;;251,0;;1,77;;100,0;;36;;0,6;;
07.01.2019;20:00;14,458; ;31,554;;32,978;;16,515;;6,35;;1009,4;;255,8;;1,87;;100,0;;60;;0,6;;
07.01.2019;21:00;14,690; ;24,329;;25,281;;26,949;;6,50;;1007,8;;256,1;;1,85;;100,0;;60;;0,4;;
07.01.2019;22:00;14,763; ;22,052;;22,839;;28,322;;6,64;;1006,4;;256,3;;1,84;;100,0;;48;;0,5;;
07.01.2019;23:00;14,661; ;;*;;*;38,020;;6,86;;1004,8;;252,5;;2,04;;100,0;;60;;0,6;;
08.01.2019;00:00;14,414; ;12,594;;13,044;;42,189;;7,20;;1003,4;;262,9;;1,90;;100,0;;58;;0,6;;
08.01.2019;01:00;14,079; ;9,082;;9,461;;51,862;;7,36;;1003,1;;302,6;;2,80;;99,5;;24;;0,5;;
08.01.2019;02:00;13,810; ;5,983;;6,286;;62,656;;6,99;;1002,7;;303,2;;3,05;;95,7;;0;;0,7;;
08.01.2019;03:00;13,527; ;4,594;;3,116;;67,372;;6,46;;1002,2;;292,4;;2,65;;92,9;;0;;1,2;;
08.01.2019;04:00;13,341; ;4,522;;3,064;;;*;6,47;;1001,4;;289,9;;2,95;;90,3;;0;;1,7;;
08.01.2019;05:00;13,182; ;3,967;;2,694;;67,453;;6,24;;1000,2;;283,5;;2,91;;90,9;;12;;0,7;;
08.01.2019;06:00;12,925; ;5,004;;3,441;;69,645;;5,64;;999,2;;289,7;;3,09;;91,5;;11;;0,0;;
08.01.2019;07:00;12,722; ;6,425;;4,441;;68,564;;5,81;;998,2;;292,0;;3,25;;89,9;;9;;0,2;;
08.01.2019;08:00;12,504; ;7,885;;5,524;;69,755;;6,15;;997,7;;296,7;;3,90;;85,6;;0;;0,0;;
08.01.2019;09:00;12,327; ;8,612;;6,000;;69,770;;6,01;;997,1;;295,8;;3,68;;86,4;;20;;0,7;;
08.01.2019;10:00;12,056; ;8,379;;5,858;;69,062;;5,49;;996,7;;295,0;;3,43;;93,7;;43;;10,0;;
08.01.2019;11:00;11,493; ;8,358;;5,896;;68,811;;5,67;;996,5;;298,1;;3,69;;97,0;;43;;21,6;;
08.01.2019;12:00;11,159; ;8,878;;6,343;;69,021;;5,86;;996,4;;308,6;;4,20;;98,6;;60;;21,6;;
08.01.2019;13:00;10,848; ;8,544;;6,711;;74,186;;5,90;;996,6;;319,0;;5,39;;94,6;;5;;73,8;;
08.01.2019;14:00;10,492; ;6,283;;4,878;;79,600;;5,59;;996,5;;320,9;;6,49;;87,3;;33;;49,8;;
08.01.2019;15:00;10,446; ;7,287;;5,626;;76,848;;5,61;;996,5;;318,3;;5,45;;86,6;;16;;63,5;;
08.01.2019;16:00;10,349; ;10,234;;7,511;;71,457;;4,92;;996,8;;327,3;;4,34;;93,0;;50;;10,4;;
08.01.2019;17:00;10,155; ;8,519;;6,310;;75,003;;3,84;;997,3;;322,9;;5,61;;96,3;;46;;1,9;;
08.01.2019;18:00;9,994; ;7,877;;5,767;;76,351;;3,91;;997,7;;325,1;;5,41;;95,6;;60;;0,4;;
08.01.2019;19:00;9,458; ;8,345;;6,145;;73,394;;3,87;;998,0;;321,6;;5,13;;96,2;;39;;0,2;;
08.01.2019;20:00;9,265; ;7,244;;5,332;;73,373;;4,37;;998,2;;316,7;;5,26;;92,5;;0;;0,9;;
08.01.2019;21:00;9,319; ;7,601;;5,651;;72,097;;4,50;;998,7;;319,9;;4,57;;90,1;;9;;0,3;;
08.01.2019;22:00;9,368; ;8,834;;6,573;;69,679;;3,94;;999,2;;321,1;;4,17;;92,8;;0;;0,0;;
08.01.2019;23:00;9,496; ;8,635;;6,272;;68,093;;3,69;;999,5;;318,3;;3,33;;91,9;;0;;0,0;;
09.01.2019;00:00;9,685; ;;*;;*;69,162;;3,52;;999,6;;322,5;;3,61;;91,8;;7;;0,0;;
09.01.2019;01:00;9,773; ;8,377;;6,043;;68,689;;2,97;;999,4;;317,5;;3,31;;93,0;;11;;0,0;;
09.01.2019;02:00;9,833; ;6,948;;5,015;;70,191;;3,04;;999,5;;323,9;;3,74;;95,1;;7;;0,0;;
09.01.2019;03:00;9,851; ;9,187;;6,492;;67,162;;3,03;;1000,3;;325,4;;2,81;;92,5;;0;;0,0;;
09.01.2019;04:00;9,924; ;9,051;;6,346;;63,660;;2,95;;1000,7;;319,2;;2,84;;91,6;;0;;0,0;;
09.01.2019;05:00;9,820; ;7,424;;5,152;;;*;3,22;;1001,2;;339,9;;3,89;;77,3;;0;;0,0;;
09.01.2019;06:00;9,831; ;10,151;;7,120;;67,047;;3,32;;1001,4;;335,0;;3,39;;71,0;;0;;0,0;;
09.01.2019;07:00;9,840; ;14,999;;10,765;;56,259;;2,48;;1001,5;;324,5;;2,84;;85,8;;0;;0,0;;
09.01.2019;08:00;9,766; ;18,801;;13,362;;54,672;;2,63;;1001,8;;329,8;;3,20;;83,6;;6;;0,0;;
09.01.2019;09:00;9,657; ;24,841;;17,594;;47,621;;2,53;;1002,5;;330,9;;2,54;;84,9;;0;;1,4;;
09.01.2019;10:00;9,539; ;22,560;;16,259;;52,550;;2,99;;1003,2;;347,3;;3,22;;74,9;;0;;31,3;;
09.01.2019;11:00;9,532; ;18,280;;13,930;;56,415;;3,72;;1003,8;;342,4;;3,61;;70,8;;0;;99,4;;
09.01.2019;12:00;9,343; ;13,760;;10,670;;61,277;;3,88;;1004,2;;350,6;;3,96;;69,6;;0;;107,3;;
09.01.2019;13:00;9,122; ;12,659;;9,629;;63,024;;3,76;;1004,4;;358,9;;3,67;;68,4;;0;;81,7;;
09.01.2019;14:00;9,029; ;11,762;;9,013;;63,737;;3,63;;1004,6;;4,7;;3,78;;68,4;;0;;96,6;;
09.01.2019;15:00;8,892; ;10,318;;7,934;;66,720;;3,56;;1005,3;;357,4;;4,46;;65,7;;0;;92,8;;
09.01.2019;16:00;8,787; ;14,059;;10,271;;60,840;;3,21;;1005,9;;1,6;;3,62;;70,8;;0;;29,0;;
09.01.2019;17:00;8,874; ;13,965;;9,810;;61,236;;2,76;;1006,5;;7,7;;3,67;;71,8;;0;;2,2;;
09.01.2019;18:00;8,779; ;13,453;;9,597;;61,710;;2,30;;1006,8;;357,9;;3,64;;71,4;;0;;0,0;;
09.01.2019;19:00;8,769; ;17,837;;12,520;;54,553;;1,85;;1007,6;;2,5;;2,71;;75,6;;0;;0,0;;
09.01.2019;20:00;8,500; ;12,086;;8,502;;59,360;;2,11;;1008,5;;13,0;;3,01;;71,8;;0;;0,0;;
09.01.2019;21:00;8,253; ;10,917;;7,651;;61,038;;1,96;;1009,0;;2,8;;3,22;;70,8;;0;;0,0;;
09.01.2019;22:00;8,150; ;14,300;;10,027;;56,232;;1,51;;1009,4;;5,5;;2,81;;74,6;;0;;0,0;;
09.01.2019;23:00;8,116; ;14,566;;10,134;;54,027;;0,89;;1009,9;;9,7;;2,09;;79,1;;0;;0,0;;
10.01.2019;00:00;8,112; ;14,992;;10,672;;53,117;;0,52;;1010,4;;349,5;;2,38;;82,1;;0;;0,0;;
10.01.2019;01:00;8,135; ;;*;;*;52,091;;0,00;;1010,5;;352,9;;2,12;;85,9;;0;;0,0;;
10.01.2019;02:00;8,129; ;14,289;;9,974;;48,701;;-0,38;;1010,8;;349,8;;1,74;;88,9;;0;;0,0;;
10.01.2019;03:00;8,103; ;13,701;;9,509;;48,634;;-0,41;;1011,4;;354,1;;1,53;;90,1;;0;;0,0;;
10.01.2019;04:00;7,981; ;14,321;;9,833;;46,333;;-0,37;;1012,0;;349,0;;1,32;;90,7;;0;;0,0;;
10.01.2019;05:00;8,043; ;16,771;;11,484;;41,904;;-0,46;;1012,1;;346,4;;0,96;;92,0;;0;;0,0;;
10.01.2019;06:00;8,170; ;30,357;;21,098;;23,911;;-0,71;;1012,3;;308,7;;0,67;;94,1;;0;;0,0;;
10.01.2019;07:00;8,269; ;35,263;;25,809;;21,104;;-0,55;;1012,3;;314,8;;0,92;;95,3;;0;;0,0;;
10.01.2019;08:00;8,456; ;43,121;;32,493;;15,401;;-0,30;;1012,7;;330,8;;1,20;;94,4;;0;;0,0;;
10.01.2019;09:00;8,644; ;47,462;;38,763;;6,672;;-0,37;;1013,2;;305,5;;0,68;;94,8;;0;;2,3;;
10.01.2019;10:00;8,880; ;41,031;;51,804;;11,675;;-0,34;;1013,7;;299,6;;0,81;;95,7;;0;;28,5;;
10.01.2019;11:00;9,146; ;36,395;;48,487;;19,017;;0,45;;1014,0;;328,7;;1,44;;93,0;;0;;78,8;;
10.01.2019;12:00;9,463; ;36,952;;47,780;;20,478;;1,00;;1014,2;;335,3;;1,28;;90,7;;0;;58,5;;
10.01.2019;13:00;9,775; ;31,252;;39,470;;22,018;;1,16;;1014,2;;312,9;;0,70;;91,1;;0;;58,2;;
10.01.2019;14:00;10,078; ;27,899;;35,805;;25,852;;1,39;;1013,8;;309,1;;1,03;;90,5;;0;;78,3;;
10.01.2019;15:00;10,320; ;24,292;;28,533;;32,116;;1,67;;1013,7;;305,0;;0,94;;89,3;;0;;57,0;;
10.01.2019;16:00;10,508; ;30,917;;35,465;;27,675;;1,52;;1013,5;;306,1;;0,99;;90,3;;0;;20,5;;
10.01.2019;17:00;10,711; ;34,520;;38,328;;24,868;;1,21;;1013,6;;294,1;;0,76;;92,4;;0;;2,9;;
10.01.2019;18:00;11,024; ;49,038;;54,529;;10,816;;0,86;;1013,5;;280,5;;0,61;;94,2;;0;;0,0;;
10.01.2019;19:00;11,441; ;51,209;;61,193;;4,135;;0,99;;1013,5;;249,4;;0,47;;96,0;;11;;0,0;;
10.01.2019;20:00;11,891; ;44,620;;50,734;;7,236;;1,05;;1013,5;;265,9;;0,55;;97,5;;58;;0,0;;
10.01.2019;21:00;12,286; ;37,583;;39,803;;10,339;;0,88;;1013,4;;254,4;;0,56;;99,7;;60;;0,0;;
10.01.2019;22:00;12,618; ;32,937;;34,479;;14,651;;0,71;;1013,4;;252,2;;0,61;;100,0;;60;;0,0;;
10.01.2019;23:00;12,600; ;18,602;;19,107;;;*;0,46;;1013,2;;250,1;;0,93;;100,0;;60;;0,0;;
11.01.2019;00:00;12,507; ;11,962;;12,229;;51,198;;0,50;;1012,9;;248,5;;1,12;;100,0;;60;;0,0;;
11.01.2019;01:00;12,457; ;10,746;;10,922;;50,518;;0,60;;1012,5;;245,0;;1,11;;100,0;;60;;0,2;;
11.01.2019;02:00;12,376; ;;*;;*;50,992;;0,57;;1011,9;;246,1;;1,12;;100,0;;60;;0,0;;
11.01.2019;03:00;12,277; ;8,325;;8,443;;53,690;;0,66;;1011,4;;250,3;;1,13;;100,0;;60;;0,4;;
11.01.2019;04:00;12,197; ;8,925;;9,034;;49,508;;0,88;;1011,0;;250,6;;1,10;;100,0;;60;;0,5;;
11.01.2019;05:00;12,100; ;10,402;;10,528;;45,682;;1,11;;1010,5;;259,2;;1,08;;100,0;;39;;0,5;;
11.01.2019;06:00;12,130; ;13,301;;13,608;;39,822;;1,30;;1010,2;;260,6;;1,08;;100,0;;9;;0,5;;
11.01.2019;07:00;12,320; ;21,189;;22,108;;28,186;;1,51;;1009,8;;267,1;;1,06;;100,0;;44;;0,6;;
11.01.2019;08:00;12,684; ;26,996;;29,937;;18,563;;1,78;;1009,6;;268,3;;1,03;;100,0;;7;;0,6;;
11.01.2019;09:00;13,193; ;29,206;;33,007;;13,693;;2,18;;1009,7;;262,8;;1,06;;100,0;;0;;1,7;;
11.01.2019;10:00;13,656; ;27,967;;31,807;;15,023;;2,83;;1009,5;;257,3;;1,08;;100,0;;0;;9,4;;
11.01.2019;11:00;14,036; ;27,637;;31,934;;18,020;;3,74;;1009,4;;264,6;;0,93;;100,0;;9;;19,7;;
11.01.2019;12:00;14,299; ;25,290;;28,448;;24,246;;4,59;;1009,2;;269,4;;1,06;;100,0;;17;;25,9;;
11.01.2019;13:00;14,220; ;24,079;;26,917;;33,829;;5,52;;1008,5;;285,2;;1,58;;100,0;;28;;27,0;;
11.01.2019;14:00;13,829; ;21,206;;23,859;;47,174;;6,26;;1008,0;;302,5;;2,13;;100,0;;53;;34,5;;
11.01.2019;15:00;13,402; ;15,512;;17,427;;58,425;;6,60;;1007,6;;313,4;;2,74;;100,0;;9;;33,3;;
11.01.2019;16:00;12,917; ;16,082;;17,889;;58,063;;6,63;;1007,6;;317,8;;2,55;;100,0;;42;;18,3;;
11.01.2019;17:00;12,425; ;15,295;;16,812;;61,209;;6,55;;1007,6;;320,5;;2,74;;100,0;;13;;4,2;;
11.01.2019;18:00;11,859; ;15,053;;16,533;;61,455;;6,36;;1007,7;;317,7;;2,70;;100,0;;0;;0,1;;
11.01.2019;19:00;11,252; ;15,375;;16,795;;59,417;;6,22;;1007,9;;316,4;;2,53;;100,0;;21;;0,2;;
11.01.2019;20:00;10,708; ;11,778;;12,683;;63,417;;6,09;;1008,3;;313,7;;2,47;;99,9;;0;;0,0;;
11.01.2019;21:00;10,248; ;12,171;;13,021;;62,795;;6,06;;1008,5;;314,8;;2,28;;99,0;;0;;0,0;;
11.01.2019;22:00;9,840; ;11,618;;12,714;;64,247;;6,11;;1008,6;;314,5;;2,54;;97,2;;6;;0,0;;
11.01.2019;23:00;9,765; ;11,425;;12,359;;64,426;;6,10;;1008,6;;313,3;;2,61;;96,8;;1;;0,0;;
12.01.2019;00:00;9,704; ;9,763;;10,647;;;*;6,01;;1008,6;;314,7;;2,66;;99,6;;27;;0,1;;
12.01.2019;01:00;9,606; ;10,406;;11,326;;66,093;;5,78;;1008,6;;316,2;;2,57;;100,0;;34;;0,2;;
12.01.2019;02:00;9,539; ;5,844;;6,055;;68,991;;5,58;;1008,5;;305,3;;2,29;;100,0;;32;;0,3;;
12.01.2019;03:00;9,471; ;;*;;*;69,245;;5,46;;1008,4;;297,8;;2,02;;100,0;;20;;0,3;;
12.01.2019;04:00;9,376; ;4,987;;5,157;;68,046;;5,32;;1008,2;;296,8;;1,81;;100,0;;37;;0,3;;
12.01.2019;05:00;9,280; ;4,539;;4,660;;66,551;;5,20;;1007,6;;285,7;;1,49;;100,0;;11;;0,2;;
12.01.2019;06:00;9,048; ;5,635;;5,857;;65,033;;5,12;;1007,2;;287,4;;1,64;;100,0;;30;;0,2;;
12.01.2019;07:00;8,607; ;5,782;;5,963;;66,692;;4,98;;1007,0;;293,4;;1,90;;100,0;;22;;0,2;;
12.01.2019;08:00;7,934; ;5,092;;5,260;;65,542;;4,79;;1006,5;;276,1;;1,50;;99,7;;34;;0,1;;
12.01.2019;09:00;7,197; ;8,139;;8,355;;59,254;;4,60;;1005,8;;259,4;;1,42;;99,4;;27;;1,2;;
12.01.2019;10:00;6,599; ;10,513;;10,910;;54,619;;4,62;;1005,1;;252,4;;1,58;;98,4;;18;;9,6;;
12.01.2019;11:00;6,258; ;13,746;;14,470;;46,861;;4,86;;1004,3;;254,7;;1,66;;98,3;;3;;13,0;;
12.01.2019;12:00;6,116; ;14,758;;15,689;;42,383;;5,12;;1003,1;;254,6;;1,44;;99,3;;60;;15,5;;
12.01.2019;13:00;6,134; ;16,742;;17,927;;39,082;;5,04;;1001,9;;256,7;;2,00;;100,0;;58;;15,7;;
12.01.2019;14:00;6,328; ;17,385;;18,719;;37,102;;5,33;;1000,5;;267,1;;1,80;;100,0;;60;;16,4;;
12.01.2019;15:00;6,422; ;17,337;;18,465;;36,341;;5,67;;999,4;;271,7;;1,81;;100,0;;47;;16,8;;
12.01.2019;16:00;6,467; ;16,614;;17,518;;38,665;;5,96;;998,9;;263,4;;1,69;;100,0;;30;;13,0;;
12.01.2019;17:00;6,502; ;13,554;;14,206;;45,274;;6,19;;998,6;;286,5;;1,82;;100,0;;49;;2,8;;
12.01.2019;18:00;6,564; ;11,485;;12,051;;54,106;;6,12;;998,2;;304,4;;2,27;;100,0;;26;;0,2;;
12.01.2019;19:00;6,577; ;10,272;;10,917;;60,077;;5,76;;998,3;;304,6;;2,34;;99,8;;34;;0,2;;
12.01.2019;20:00;6,627; ;9,593;;9,926;;56,416;;5,68;;998,2;;294,3;;1,82;;100,0;;0;;0,1;;
12.01.2019;21:00;6,650; ;9,213;;9,620;;56,112;;5,75;;998,0;;291,8;;1,80;;99,8;;13;;0,3;;
12.01.2019;22:00;6,580; ;8,098;;8,455;;59,874;;5,45;;997,7;;297,4;;1,93;;99,8;;16;;0,1;;
12.01.2019;23:00;6,557; ;7,217;;7,418;;59,417;;5,45;;997,5;;290,4;;1,72;;100,0;;10;;0,2;;
13.01.2019;00:00;6,675; ;6,420;;6,735;;61,030;;5,84;;997,4;;296,2;;2,14;;99,8;;12;;0,3;;
13.01.2019;01:00;6,888; ;5,595;;5,807;;;*;6,07;;997,1;;293,2;;2,10;;99,1;;0;;0,4;;
13.01.2019;02:00;7,128; ;6,848;;7,224;;56,881;;6,11;;997,1;;293,6;;2,31;;99,3;;0;;0,4;;
13.01.2019;03:00;7,344; ;4,791;;4,944;;57,197;;6,08;;996,8;;281,3;;1,79;;99,6;;5;;0,1;;
13.01.2019;04:00;7,614; ;;*;;*;56,577;;6,19;;996,3;;276,1;;1,63;;99,9;;22;;0,3;;
13.01.2019;05:00;7,818; ;6,541;;6,674;;54,653;;6,13;;995,9;;258,6;;1,36;;100,0;;4;;0,1;;
13.01.2019;06:00;8,057; ;5,838;;5,967;;53,257;;6,17;;994,8;;262,4;;1,38;;100,0;;0;;0,2;;
13.01.2019;07:00;8,325; ;7,001;;7,175;;52,995;;6,31;;993,9;;259,2;;1,57;;100,0;;39;;0,3;;
13.01.2019;08:00;8,473; ;6,643;;6,798;;53,776;;6,43;;992,8;;250,6;;1,82;;100,0;;60;;0,5;;
13.01.2019;09:00;8,390; ;9,045;;9,330;;47,408;;6,78;;991,9;;254,0;;1,55;;100,0;;60;;1,2;;
13.01.2019;10:00;8,113; ;9,330;;9,680;;45,330;;7,20;;990,9;;265,5;;1,47;;100,0;;60;;6,0;;
13.01.2019;11:00;7,584; ;6,515;;6,870;;55,138;;7,74;;990,1;;285,7;;1,94;;100,0;;54;;18,8;;
13.01.2019;12:00;6,934; ;6,925;;7,354;;60,368;;8,04;;989,4;;292,5;;2,55;;100,0;;60;;31,4;;
13.01.2019;13:00;6,452; ;7,907;;8,546;;60,645;;8,02;;988,5;;292,3;;2,66;;100,0;;58;;29,6;;
13.01.2019;14:00;6,105; ;8,091;;8,613;;60,693;;8,03;;987,4;;294,4;;2,77;;100,0;;47;;28,2;;
13.01.2019;15:00;5,979; ;8,512;;9,076;;60,587;;7,98;;986,3;;294,8;;2,64;;100,0;;44;;15,3;;
13.01.2019;16:00;5,921; ;8,369;;8,805;;60,581;;7,92;;985,7;;294,8;;2,98;;100,0;;60;;6,1;;
13.01.2019;17:00;5,955; ;7,395;;7,848;;64,257;;7,90;;985,3;;301,8;;3,66;;99,8;;46;;2,0;;
13.01.2019;18:00;6,082; ;6,403;;6,861;;67,765;;7,90;;985,1;;304,0;;3,96;;96,9;;35;;0,5;;
13.01.2019;19:00;6,096; ;7,301;;8,020;;76,516;;5,72;;985,7;;326,3;;4,73;;98,0;;49;;0,4;;
13.01.2019;20:00;6,036; ;7,265;;7,970;;73,156;;5,82;;985,7;;313,7;;3,85;;98,7;;29;;0,4;;
13.01.2019;21:00;6,007; ;6,650;;7,330;;74,395;;5,71;;986,1;;313,7;;3,98;;97,5;;27;;0,5;;
13.01.2019;22:00;6,120; ;6,666;;7,134;;72,116;;5,67;;986,6;;306,1;;3,21;;97,4;;0;;0,6;;
13.01.2019;23:00;6,175; ;6,049;;6,609;;74,004;;6,02;;986,9;;307,0;;3,83;;93,9;;6;;1,4;;
14.01.2019;00:00;6,223; ;6,139;;6,658;;73,210;;5,99;;987,4;;311,2;;3,73;;94,7;;20;;0,2;;
14.01.2019;01:00;6,259; ;6,418;;7,109;;73,266;;6,04;;988,3;;317,3;;3,91;;93,9;;20;;0,4;;
14.01.2019;02:00;6,215; ;5,964;;6,499;;;*;5,38;;989,6;;326,5;;4,40;;97,5;;60;;0,2;;
14.01.2019;03:00;6,376; ;10,828;;11,743;;66,387;;4,97;;990,8;;321,6;;2,82;;95,7;;15;;0,0;;
