Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;mg/m³;Status;°C;Status;hPa;Status;%;Status;
19.01.2019;07:00;27,831; ;53,169;;131,076;;0,66208; ;-2,67;;1010,7;;92,3;;
19.01.2019;08:00;28,161; ;51,996;;124,374;;0,59413;E;-3,00;;1010,7;;93,3;;
19.01.2019;09:00;28,379; ;48,979;;120,986;;0,58024;E;-3,13;;1010,8;;93,5;;
19.01.2019;10:00;28,669; ;48,730;;135,435;;0,53806;E;-1,99;;1011,0;;88,4;;
19.01.2019;11:00;29,013; ;50,820;;132,922;;0,51864;E;-0,39;;1010,9;;80,2;;
19.01.2019;12:00;29,286; ;47,146;;119,237;;0,50264;E;0,25;;1010,9;;79,2;;
19.01.2019;13:00;29,534; ;43,206;;87,847;;0,48836;E;1,21;;1010,3;;73,5;;
19.01.2019;14:00;29,653; ;41,128;;79,503;;0,47378;E;1,84;;1009,6;;65,8;;
19.01.2019;15:00;29,839; ;43,673;;89,609;;0,44916;E;1,99;;1009,1;;65,3;;
19.01.2019;16:00;29,843; ;44,000;;79,191;;0,43160;E;1,58;;1008,6;;67,2;;
19.01.2019;17:00;29,677; ;45,724;;75,813;;0,41947;E;0,83;;1008,3;;69,0;;
19.01.2019;18:00;29,300; ;53,516;;98,216;;0,40810;E;0,02;;1008,1;;67,7;;
19.01.2019;19:00;28,666; ;60,138;;111,886;;0,41468;E;-0,34;;1008,1;;64,5;;
19.01.2019;20:00;27,839; ;62,085;;124,945;;0,41959;E;-0,88;;1008,1;;69,0;;
19.01.2019;21:00;26,756; ;63,727;;129,748;;0,45508;E;-1,42;;1008,0;;72,3;;
19.01.2019;22:00;26,034; ;65,844;;124,126;;0,48035;E;-1,85;;1007,9;;75,5;;
19.01.2019;23:00;25,067; ;63,993;;138,590;;0,51500;E;-2,22;;1008,0;;78,0;;
20.01.2019;00:00;24,634; ;67,984;;159,656;;0,55500;E;-2,50;;1008,0;;79,4;;
20.01.2019;01:00;23,927; ;64,916;;161,211;;0,59424;E;-2,89;;1008,0;;80,3;;
20.01.2019;02:00;23,459; ;64,140;;158,012;;0,63150; ;-3,23;;1007,8;;82,2;;
20.01.2019;03:00;23,388; ;55,611;;122,988;;0,63773; ;-3,85;;1007,8;;85,6;;
20.01.2019;04:00;23,439; ;52,353;;105,373;;0,63959; ;-4,21;;1007,8;;88,4;;
20.01.2019;05:00;23,774; ;54,130;;112,761;;0,61606; ;-4,30;;1007,7;;89,5;;
20.01.2019;06:00;24,085; ;55,676;;142,604;;0,61872; ;-4,50;;1007,8;;90,1;;
20.01.2019;07:00;24,169; ;50,794;;129,070;;0,60905; ;-4,82;;1007,9;;90,7;;
20.01.2019;08:00;24,225; ;48,293;;114,709;;0,59519;E;-5,20;;1008,2;;92,8;;
20.01.2019;09:00;24,327; ;46,667;;138,726;;0,58146;E;-5,39;;1008,7;;92,7;;
20.01.2019;10:00;24,431; ;45,816;;143,083;;0,58170;E;-3,09;;1009,2;;84,0;;
20.01.2019;11:00;24,647; ;44,981;;124,367;;0,57635;E;-1,40;;1009,8;;76,7;;
20.01.2019;12:00;24,915; ;39,459;;89,585;;0,57190;E;-0,47;;1010,2;;71,5;;
20.01.2019;13:00;24,998; ;32,614;;67,036;;0,57814;E;0,16;;1010,3;;63,9;;
20.01.2019;14:00;25,283; ;37,083;;71,699;;0,55725;E;1,46;;1010,2;;59,9;;
20.01.2019;15:00;25,915; ;33,962;;65,129;;0,53783;E;1,61;;1010,3;;64,4;;
20.01.2019;16:00;26,977; ;35,800;;64,132;;0,51546;E;0,57;;1010,6;;71,7;;
20.01.2019;17:00;28,228; ;41,576;;73,725;;0,49671;E;-0,14;;1011,1;;77,0;;
20.01.2019;18:00;29,746; ;51,074;;119,273;;0,48490;E;-0,77;;1011,6;;83,2;;
20.01.2019;19:00;31,607; ;54,540;;146,320;;0,50969;E;-1,51;;1012,1;;87,3;;
20.01.2019;20:00;33,559; ;44,605;;101,600;;0,52256;E;-2,19;;1012,5;;90,4;;
20.01.2019;21:00;35,260; ;47,302;;117,966;;0,54446;E;-2,67;;1013,0;;92,1;;
20.01.2019;22:00;36,807; ;46,005;;110,197;;0,57343;E;-3,04;;1013,5;;92,8;;
20.01.2019;23:00;38,331; ;;*;;*;0,60872; ;-3,76;;1014,0;;94,3;;
21.01.2019;00:00;39,681; ;42,318;;112,006;;0,64420; ;-4,35;;1014,3;;95,1;;
21.01.2019;01:00;40,948; ;41,946;;116,530;;0,67340; ;-4,61;;1014,5;;94,2;;
21.01.2019;02:00;42,209; ;43,699;;123,489;;0,68641; ;-4,95;;1014,6;;94,3;;
21.01.2019;03:00;43,323; ;43,352;;128,863;;0,68186; ;-5,15;;1014,7;;94,0;;
21.01.2019;04:00;44,366; ;44,989;;125,818;;0,69804; ;-5,38;;1014,7;;94,4;;
21.01.2019;05:00;45,076; ;47,019;;156,547;;0,69931; ;-5,64;;1014,5;;94,2;;
21.01.2019;06:00;45,809; ;50,567;;193,924;;0,71582; ;-5,89;;1014,2;;93,6;;
21.01.2019;07:00;46,666; ;50,174;;259,374;;0,74621; ;-5,77;;1014,0;;92,9;;
21.01.2019;08:00;47,592; ;68,021;;455,531;;0,84730; ;-5,53;;1014,4;;92,1;;
21.01.2019;09:00;48,610; ;84,399;;499,448;;0,91736; ;-5,48;;1014,7;;91,0;;
21.01.2019;10:00;49,786; ;88,332;;579,497;;1,00818; ;-3,81;;1014,8;;84,6;;
21.01.2019;11:00;50,859; ;76,503;;409,874;;1,06364; ;-1,58;;1014,7;;75,7;;
21.01.2019;12:00;51,855; ;67,666;;295,602;;1,07929; ;-0,78;;1014,4;;73,7;;
21.01.2019;13:00;53,179; ;60,865;;258,340;;1,09085; ;-0,32;;1013,8;;70,8;;
21.01.2019;14:00;54,131; ;71,046;;275,080;;1,11489; ;0,47;;1013,1;;67,1;;
21.01.2019;15:00;54,582; ;76,010;;291,756;;1,13441; ;0,88;;1012,7;;64,5;;
21.01.2019;16:00;54,559; ;81,532;;330,476;;1,07858; ;0,97;;1012,2;;62,9;;
21.01.2019;17:00;54,803; ;88,200;;382,265;;1,08802; ;0,46;;1011,8;;69,0;;
21.01.2019;18:00;54,948; ;80,276;;412,396;;1,11658; ;-0,29;;1011,6;;75,2;;
21.01.2019;19:00;54,782; ;80,889;;372,940;;1,15087; ;-0,53;;1011,1;;76,6;;
21.01.2019;20:00;54,211; ;78,640;;283,336;;1,20376; ;-0,67;;1010,7;;75,5;;
21.01.2019;21:00;53,615; ;74,015;;227,352;;1,24135; ;-0,69;;1010,5;;74,4;;
21.01.2019;22:00;53,056; ;70,500;;197,457;;1,23834; ;-0,61;;1010,3;;73,5;;
21.01.2019;23:00;52,607; ;67,730;;161,960;;1,21188; ;-0,80;;1009,8;;74,4;;
22.01.2019;00:00;52,425; ;;*;;*;1,19874; ;-1,16;;1009,5;;75,7;;
22.01.2019;01:00;52,483; ;63,677;;158,568;;1,15330; ;-1,94;;1008,8;;79,1;;
22.01.2019;02:00;52,470; ;62,754;;146,516;;1,04542; ;-2,17;;1008,0;;80,1;;
22.01.2019;03:00;52,525; ;63,569;;146,863;;0,96170; ;-2,60;;1007,2;;80,6;;
22.01.2019;04:00;52,559; ;65,919;;170,705;;0,89972; ;-3,02;;1006,2;;81,8;;
22.01.2019;05:00;52,562; ;59,796;;175,882;;0,84865; ;-3,65;;1005,2;;83,2;;
22.01.2019;06:00;52,324; ;69,864;;252,766;;0,84637; ;-3,82;;1004,4;;80,3;;
22.01.2019;07:00;51,746; ;66,983;;218,788;;0,82435; ;-3,81;;1003,5;;73,5;;
22.01.2019;08:00;51,197; ;68,104;;289,246;;0,81732; ;-3,89;;1002,8;;73,8;;
22.01.2019;09:00;50,828; ;60,175;;250,179;;0,79675; ;-4,54;;1002,0;;77,2;;
22.01.2019;10:00;50,302; ;69,776;;298,231;;0,80461; ;-3,68;;1001,3;;72,4;;
22.01.2019;11:00;49,558; ;69,047;;239,375;;0,79803; ;-1,43;;1000,6;;61,1;;
22.01.2019;12:00;48,397; ;55,458;;186,878;;0,76746; ;0,38;;999,6;;46,8;;
22.01.2019;13:00;47,007; ;50,523;;142,280;;0,73692; ;0,71;;998,4;;45,2;;
22.01.2019;14:00;46,111; ;54,067;;165,748;;0,68454; ;1,32;;997,4;;46,3;;
22.01.2019;15:00;45,532; ;67,018;;204,481;;0,68185; ;1,74;;996,4;;47,9;;
22.01.2019;16:00;45,430; ;62,964;;212,788;;0,65922; ;1,24;;995,8;;53,4;;
22.01.2019;17:00;45,293; ;77,178;;281,170;;0,67730; ;0,53;;995,5;;58,7;;
22.01.2019;18:00;45,300; ;74,984;;226,764;;0,68069; ;-0,32;;995,1;;62,5;;
22.01.2019;19:00;45,121; ;70,905;;199,358;;0,70941; ;-0,58;;995,0;;63,5;;
22.01.2019;20:00;44,955; ;63,297;;157,220;;0,73648; ;-1,11;;994,7;;64,7;;
22.01.2019;21:00;44,833; ;54,013;;108,788;;0,75192; ;-1,77;;994,6;;66,8;;
22.01.2019;22:00;44,543; ;52,305;;99,298;;0,75947; ;-1,85;;994,3;;67,5;;
22.01.2019;23:00;44,049; ;47,037;;79,809;;0,73513; ;-1,95;;994,0;;69,4;;
23.01.2019;00:00;43,406; ;40,794;;53,689;;0,70136; ;-2,21;;993,5;;72,8;;
23.01.2019;01:00;42,640; ;;*;;*;0,63218; ;-2,50;;993,3;;75,2;;
23.01.2019;02:00;41,889; ;33,870;;40,712;;0,56424;E;-2,90;;992,7;;76,3;;
23.01.2019;03:00;40,986; ;29,515;;35,738;;0,49049;E;-3,21;;992,4;;78,3;;
23.01.2019;04:00;40,176; ;30,223;;33,355;;0,44024;E;-3,44;;992,1;;81,8;;
23.01.2019;05:00;39,568; ;36,485;;48,938;;0,40895;E;-3,42;;991,7;;81,8;;
23.01.2019;06:00;39,314; ;47,476;;91,963;;0,39682;E;-3,41;;991,7;;83,3;;
23.01.2019;07:00;39,582; ;51,317;;150,631;;0,40655;E;-2,84;;991,6;;80,9;;
23.01.2019;08:00;39,802; ;63,423;;170,812;;0,42900;E;-2,39;;991,8;;79,1;;
23.01.2019;09:00;39,931; ;47,082;;130,891;;0,44862;E;-2,58;;992,0;;79,6;;
23.01.2019;10:00;40,119; ;47,989;;112,065;;0,47034;E;-2,66;;992,2;;78,5;;
23.01.2019;11:00;40,650; ;44,835;;126,477;;0,51128;E;-2,48;;992,4;;76,7;;
23.01.2019;12:00;41,637; ;35,566;;82,174;;0,52373;E;-2,22;;992,7;;74,4;;
23.01.2019;13:00;42,762; ;40,339;;102,790;;0,53519;E;-1,91;;992,6;;73,1;;
23.01.2019;14:00;43,672; ;39,775;;97,409;;0,52645;E;-1,68;;992,7;;71,6;;
23.01.2019;15:00;44,437; ;37,420;;71,214;;0,50366;E;-1,72;;992,9;;72,0;;
23.01.2019;16:00;44,878; ;39,936;;75,742;;0,47182;E;-2,04;;993,4;;73,3;;
23.01.2019;17:00;44,710; ;39,750;;83,302;;0,45678;E;-2,41;;994,1;;72,5;;
23.01.2019;18:00;44,153; ;49,548;;102,348;;0,44847;E;-2,78;;994,9;;75,0;;
23.01.2019;19:00;43,862; ;43,419;;79,840;;0,42206;E;-3,32;;995,5;;79,2;;
23.01.2019;20:00;43,909; ;45,191;;86,440;;0,43576;E;-3,94;;996,1;;82,5;;
23.01.2019;21:00;44,121; ;47,013;;93,942;;0,45165;E;-4,41;;996,7;;84,7;;
23.01.2019;22:00;44,500; ;46,389;;93,432;;0,46703;E;-4,91;;997,1;;86,7;;
23.01.2019;23:00;45,106; ;48,508;;109,221;;0,49156;E;-5,12;;997,6;;87,6;;
24.01.2019;00:00;45,964; ;45,179;;84,872;;0,51541;E;-5,11;;998,0;;88,2;;
24.01.2019;01:00;47,192; ;39,340;;52,994;;0,52949;E;-4,74;;998,8;;86,1;;
24.01.2019;02:00;48,574; ;;*;;*;0,53449;E;-4,69;;999,5;;84,6;;
24.01.2019;03:00;49,961; ;33,825;;42,611;;0,53363;E;-4,99;;1000,0;;85,7;;
24.01.2019;04:00;51,429; ;35,863;;46,842;;0,52566;E;-5,40;;1000,3;;87,6;;
24.01.2019;05:00;52,908; ;45,734;;73,397;;0,52232;E;-5,54;;1000,6;;88,7;;
24.01.2019;06:00;54,258; ;42,226;;76,357;;0,52449;E;-5,36;;1000,8;;87,9;;
24.01.2019;07:00;55,625; ;41,433;;75,757;;0,52325;E;-5,20;;1001,2;;85,3;;
24.01.2019;08:00;57,187; ;56,765;;180,053;;0,57307;E;-5,20;;1001,8;;84,8;;
24.01.2019;09:00;58,552; ;46,293;;92,903;;0,59032;E;-5,30;;1002,4;;84,5;;
24.01.2019;10:00;59,968; ;44,096;;90,069;;0,61019; ;-5,25;;1002,9;;84,8;;
24.01.2019;11:00;61,251; ;52,253;;162,299;;0,64538; ;-5,09;;1003,5;;83,2;;
24.01.2019;12:00;62,361; ;47,486;;143,563;;0,67503; ;-5,04;;1003,6;;81,2;;
24.01.2019;13:00;63,328; ;62,391;;200,809;;0,70799; ;-4,70;;1003,3;;79,6;;
24.01.2019;14:00;64,205; ;54,618;;192,464;;0,74500; ;-4,35;;1003,5;;77,3;;
24.01.2019;15:00;65,066; ;63,431;;226,500;;0,79464; ;-4,27;;1003,6;;76,6;;
24.01.2019;16:00;65,954; ;74,258;;319,475;;0,82794; ;-4,06;;1003,8;;75,9;;
24.01.2019;17:00;67,156; ;95,448;;382,335;;0,89755; ;-3,98;;1004,2;;75,7;;
24.01.2019;18:00;68,408; ;81,225;;309,843;;0,98797; ;-4,18;;1004,6;;76,4;;
24.01.2019;19:00;69,595; ;76,129;;231,321;;1,01091; ;-4,27;;1005,1;;77,7;;
24.01.2019;20:00;70,526; ;61,063;;191,699;;1,05243; ;-4,19;;1005,7;;76,6;;
24.01.2019;21:00;71,401; ;54,677;;155,586;;1,05818; ;-4,20;;1006,1;;76,6;;
24.01.2019;22:00;72,422; ;48,759;;120,424;;1,04106; ;-4,56;;1006,2;;78,2;;
24.01.2019;23:00;73,178; ;40,990;;98,705;;1,00873; ;-4,54;;1006,4;;76,8;;
25.01.2019;00:00;73,601; ;42,677;;67,749;;0,91396; ;-4,77;;1006,5;;76,6;;
25.01.2019;01:00;73,587; ;43,671;;61,492;;0,81503; ;-4,61;;1006,7;;76,0;;
25.01.2019;02:00;73,235; ;51,205;;61,639;;0,70051; ;-4,54;;1006,8;;76,0;;
25.01.2019;03:00;72,908; ;;*;;*;0,64803; ;-4,44;;1006,7;;75,3;;
25.01.2019;04:00;72,404; ;60,169;;74,236;;0,57801;E;-4,54;;1006,8;;75,7;;
25.01.2019;05:00;71,886; ;63,778;;92,555;;0,53251;E;-4,29;;1006,5;;74,9;;
25.01.2019;06:00;71,490; ;74,982;;175,580;;0,53727;E;-4,00;;1006,5;;74,0;;
25.01.2019;07:00;71,070; ;74,398;;268,715;;0,58138;E;-3,75;;1006,8;;73,1;;
25.01.2019;08:00;70,462; ;84,965;;358,608;;0,70186; ;-3,44;;1006,9;;71,7;;
25.01.2019;09:00;70,067; ;83,712;;303,442;;0,77277; ;-3,45;;1006,9;;71,2;;
25.01.2019;10:00;69,573; ;78,116;;301,469;;0,83902; ;-3,35;;1006,9;;71,7;;
25.01.2019;11:00;68,445; ;68,563;;232,634;;0,86660; ;-3,70;;1007,1;;74,5;;
25.01.2019;12:00;67,945; ;50,366;;206,843;;0,90597; ;-3,46;;1006,8;;74,5;;
25.01.2019;13:00;66,585; ;70,922;;232,355;;0,95973; ;-3,42;;1006,4;;79,7;;
25.01.2019;14:00;65,242; ;72,553;;274,079;;0,97578; ;-2,53;;1005,8;;82,3;;
25.01.2019;15:00;64,053; ;69,675;;268,722;;0,94662; ;-1,88;;1005,1;;87,1;;
25.01.2019;16:00;63,617; ;74,453;;305,012;;0,92857; ;-1,41;;1004,3;;90,8;;
25.01.2019;17:00;64,021; ;78,868;;291,084;;0,91708; ;-1,08;;1003,9;;93,5;;
25.01.2019;18:00;64,202; ;70,372;;299,442;;0,92975; ;-0,39;;1003,4;;95,7;;
25.01.2019;19:00;63,299; ;80,761;;231,393;;0,95885; ;-0,21;;1002,2;;97,9;;
25.01.2019;20:00;61,719; ;68,827;;175,699;;0,95015; ;0,29;;1001,0;;98,0;;
25.01.2019;21:00;59,553; ;57,470;;130,873;;0,91802; ;0,60;;1000,2;;98,8;;
25.01.2019;22:00;56,892; ;45,320;;84,664;;0,86921; ;0,95;;999,6;;99,6;;
25.01.2019;23:00;54,340; ;36,863;;87,391;;0,83597; ;1,37;;999,2;;100,0;;
26.01.2019;00:00;51,627; ;30,212;;58,180;;0,72889; ;1,76;;998,6;;100,0;;
26.01.2019;01:00;48,961; ;29,710;;53,353;;0,66385; ;2,13;;998,3;;100,0;;
26.01.2019;02:00;46,618; ;34,800;;55,084;;0,60361; ;2,44;;998,1;;100,0;;
26.01.2019;03:00;44,379; ;35,868;;66,124;;0,51881;E;2,92;;997,8;;100,0;;
26.01.2019;04:00;42,200; ;;*;;*;0,46984;E;3,40;;997,5;;100,0;;
26.01.2019;05:00;40,040; ;32,023;;54,264;;0,42296;E;3,91;;997,0;;100,0;;
26.01.2019;06:00;37,942; ;30,729;;50,203;;0,40116;E;4,47;;996,6;;100,0;;
26.01.2019;07:00;35,717; ;27,253;;47,570;;0,36684;E;4,87;;995,9;;100,0;;
26.01.2019;08:00;33,428; ;24,987;;48,997;;0,35218;E;5,44;;995,6;;100,0;;
26.01.2019;09:00;31,008; ;27,176;;55,048;;0,35015;E;5,92;;995,6;;100,0;;
26.01.2019;10:00;28,525; ;33,732;;78,231;;0,36126;E;6,00;;995,7;;100,0;;
26.01.2019;11:00;26,736; ;39,502;;91,846;;0,38490;E;6,13;;995,8;;100,0;;
26.01.2019;12:00;24,582; ;41,577;;101,364;;0,41144;E;6,29;;995,9;;100,0;;
26.01.2019;13:00;23,388; ;44,840;;106,007;;0,43921;E;6,26;;995,5;;100,0;;
26.01.2019;14:00;22,293; ;39,361;;97,845;;0,46338;E;6,17;;995,0;;100,0;;
26.01.2019;15:00;20,984; ;39,762;;103,727;;0,48936;E;6,06;;994,6;;100,0;;
26.01.2019;16:00;19,026; ;36,880;;92,111;;0,50603;E;5,91;;994,0;;100,0;;
26.01.2019;17:00;16,466; ;44,279;;95,438;;0,52392;E;5,83;;993,5;;98,8;;
26.01.2019;18:00;13,928; ;43,428;;102,776;;0,54574;E;5,85;;992,8;;96,7;;
26.01.2019;19:00;12,437; ;45,915;;127,307;;0,56545;E;5,84;;991,8;;97,2;;
26.01.2019;20:00;11,809; ;45,985;;115,338;;0,57980;E;5,81;;990,7;;97,9;;
26.01.2019;21:00;11,554; ;33,012;;69,383;;0,57519;E;5,97;;989,8;;96,8;;
26.01.2019;22:00;11,512; ;29,546;;61,381;;0,56392;E;5,80;;988,6;;98,7;;
26.01.2019;23:00;11,353; ;26,468;;50,216;;0,54931;E;5,70;;987,4;;99,2;;
27.01.2019;00:00;11,572; ;24,858;;50,263;;0,53480;E;5,58;;986,5;;97,7;;
27.01.2019;01:00;11,641; ;21,908;;38,102;;0,50585;E;5,39;;985,2;;94,9;;
27.01.2019;02:00;11,498; ;18,308;;29,504;;0,45892;E;5,48;;983,9;;92,3;;
27.01.2019;03:00;11,295; ;14,697;;23,588;;0,39619;E;5,57;;982,8;;92,0;;
27.01.2019;04:00;11,098; ;12,580;;20,932;;0,33623;E;5,32;;981,6;;95,8;;
27.01.2019;05:00;10,851; ;;*;;*;0,30724;E;5,40;;980,3;;96,4;;
27.01.2019;06:00;10,520; ;10,335;;16,203;;0,27500;E;5,41;;979,3;;96,4;;
27.01.2019;07:00;10,243; ;11,193;;17,466;;0,24694;E;5,49;;978,4;;95,2;;
27.01.2019;08:00;9,974; ;11,675;;16,579;;0,22954;E;5,57;;977,7;;93,7;;
27.01.2019;09:00;9,646; ;12,887;;22,823;;0,23104;E;5,55;;977,0;;93,8;;
27.01.2019;10:00;9,386; ;17,275;;34,762;;0,23653;E;5,95;;976,7;;91,5;;
27.01.2019;11:00;9,217; ;19,450;;37,344;;0,25271;E;6,26;;976,4;;90,1;;
27.01.2019;12:00;9,019; ;29,899;;61,506;;0,27407;E;5,96;;976,2;;94,3;;
27.01.2019;13:00;8,839; ;31,708;;70,438;;0,30108;E;6,12;;975,6;;95,0;;
27.01.2019;14:00;8,649; ;36,268;;84,655;;0,33581;E;6,07;;975,1;;95,1;;
27.01.2019;15:00;8,592; ;45,137;;101,480;;0,37526;E;6,00;;974,8;;97,3;;
27.01.2019;16:00;8,359; ;33,593;;85,388;;0,40631;E;5,89;;974,7;;98,6;;
27.01.2019;17:00;7,782; ;41,307;;92,035;;0,43225;E;5,69;;975,0;;98,2;;
27.01.2019;18:00;7,469; ;34,132;;74,606;;0,45133;E;5,29;;976,0;;98,4;;
27.01.2019;19:00;7,234; ;39,146;;104,186;;0,48683;E;4,27;;977,1;;97,8;;
27.01.2019;20:00;7,019; ;40,046;;84,478;;0,49046;E;4,19;;977,8;;98,2;;
27.01.2019;21:00;6,900; ;31,190;;61,856;;0,48088;E;4,05;;978,5;;97,6;;
27.01.2019;22:00;6,791; ;22,331;;46,774;;0,46225;E;3,74;;978,9;;95,6;;
27.01.2019;23:00;6,805; ;18,663;;32,493;;0,43213;E;3,19;;978,9;;95,2;;
28.01.2019;00:00;6,751; ;16,633;;27,979;;0,40185;E;2,89;;978,8;;94,9;;
28.01.2019;01:00;6,915; ;11,051;;14,743;;0,36637;E;3,24;;978,8;;91,9;;
28.01.2019;02:00;7,354; ;13,278;;16,583;;0,33919;E;3,42;;978,7;;91,1;;
28.01.2019;03:00;7,886; ;14,112;;17,461;;0,29531;E;3,32;;978,5;;92,7;;
28.01.2019;04:00;8,216; ;11,411;;13,025;;0,27325;E;3,27;;978,0;;92,5;;
28.01.2019;05:00;8,390; ;12,339;;18,897;;0,25080;E;2,94;;977,6;;94,9;;
28.01.2019;06:00;8,542; ;25,626;;58,475;;0,25471;E;2,58;;977,4;;96,6;;
28.01.2019;07:00;8,735; ;38,939;;126,866;;0,28334;E;2,38;;977,3;;98,3;;
28.01.2019;08:00;9,090; ;56,137;;227,702;;0,36580;E;2,37;;977,4;;99,2;;
28.01.2019;09:00;9,496; ;58,899;;235,537;;0,43431;E;2,60;;977,7;;99,9;;
28.01.2019;10:00;9,900; ;57,576;;238,565;;0,49147;E;2,91;;978,4;;100,0;;
28.01.2019;11:00;10,218; ;61,717;;212,729;;0,53617;E;3,47;;979,3;;100,0;;
28.01.2019;12:00;10,418; ;44,772;;138,539;;0,55821;E;3,77;;980,7;;99,0;;
28.01.2019;13:00;10,628; ;45,022;;140,539;;0,57587;E;3,67;;981,8;;98,5;;
28.01.2019;14:00;10,857; ;56,000;;157,144;;0,58708;E;4,35;;982,7;;96,4;;
28.01.2019;15:00;11,067; ;48,259;;150,020;;0,60906; ;4,38;;983,9;;96,3;;
28.01.2019;16:00;10,962; ;43,208;;152,770;;0,57192;E;3,19;;985,5;;97,6;;
28.01.2019;17:00;10,944; ;45,012;;158,722;;0,54081;E;2,64;;987,2;;98,3;;
28.01.2019;18:00;10,856; ;45,709;;147,914;;0,52631;E;2,36;;988,7;;98,5;;
28.01.2019;19:00;10,816; ;35,839;;95,517;;0,50255;E;1,97;;990,0;;99,0;;
28.01.2019;20:00;10,716; ;31,233;;82,409;;0,50789;E;1,90;;991,1;;98,5;;
28.01.2019;21:00;10,812; ;35,857;;84,886;;0,50992;E;1,52;;992,2;;97,2;;
28.01.2019;22:00;10,982; ;34,927;;70,957;;0,50112;E;1,31;;993,0;;97,9;;
28.01.2019;23:00;11,151; ;;*;;*;0,45503;E;1,37;;993,8;;99,3;;
29.01.2019;00:00;11,286; ;23,691;;36,371;;0,41400;E;1,21;;994,3;;99,6;;
29.01.2019;01:00;11,434; ;28,708;;35,164;;0,38532;E;0,87;;994,9;;100,0;;
29.01.2019;02:00;11,418; ;29,304;;35,832;;0,35094;E;0,80;;995,3;;100,0;;
29.01.2019;03:00;11,461; ;25,984;;31,813;;0,33173;E;0,89;;995,8;;100,0;;
29.01.2019;04:00;11,386; ;26,237;;34,332;;0,30372;E;0,96;;996,3;;99,9;;
29.01.2019;05:00;11,460; ;31,840;;57,268;;0,28657;E;0,84;;996,5;;99,7;;
29.01.2019;06:00;11,629; ;45,842;;99,409;;0,28629;E;0,58;;996,6;;99,9;;
29.01.2019;07:00;11,875; ;72,366;;247,093;;0,33688;E;0,22;;996,8;;100,0;;
29.01.2019;08:00;12,044; ;91,414;;374,252;;0,43897;E;0,55;;996,9;;99,7;;
29.01.2019;09:00;12,405; ;72,510;;275,011;;0,48952;E;0,74;;997,2;;98,4;;
29.01.2019;10:00;12,805; ;57,040;;202,837;;0,51214;E;0,92;;997,3;;97,6;;
29.01.2019;11:00;13,272; ;59,350;;202,346;;0,56585;E;1,04;;997,3;;98,3;;
29.01.2019;12:00;13,953; ;59,977;;199,211;;0,60868; ;1,61;;996,9;;96,2;;
29.01.2019;13:00;14,677; ;54,431;;172,900;;0,63128; ;2,31;;996,2;;92,2;;
29.01.2019;14:00;15,570; ;63,008;;219,096;;0,66842; ;2,94;;995,8;;87,1;;
29.01.2019;15:00;16,513; ;84,255;;271,080;;0,66884; ;3,43;;995,2;;82,6;;
29.01.2019;16:00;17,736; ;76,542;;273,839;;0,65385; ;3,61;;994,6;;80,9;;
29.01.2019;17:00;18,710; ;99,090;;365,344;;0,70267; ;3,22;;994,1;;81,7;;
29.01.2019;18:00;19,671; ;97,990;;373,602;;0,81965; ;2,68;;993,6;;84,6;;
29.01.2019;19:00;20,343; ;88,468;;301,516;;0,83868; ;2,22;;993,0;;83,9;;
29.01.2019;20:00;20,458; ;57,429;;128,487;;0,82724; ;1,83;;992,6;;80,4;;
29.01.2019;21:00;20,349; ;49,445;;106,438;;0,82837; ;1,46;;992,2;;81,2;;
29.01.2019;22:00;20,272; ;48,776;;91,343;;0,78752; ;1,17;;991,9;;81,3;;
29.01.2019;23:00;20,219; ;47,434;;82,785;;0,75259; ;0,72;;991,4;;80,4;;
30.01.2019;00:00;20,077; ;;*;;*;0,66601; ;0,49;;990,7;;80,8;;
30.01.2019;01:00;19,932; ;30,422;;35,662;;0,55972;E;0,44;;990,1;;81,8;;
30.01.2019;02:00;19,972; ;34,629;;38,890;;0,41372;E;-0,22;;989,3;;86,6;;
30.01.2019;03:00;20,008; ;28,899;;33,450;;0,33567;E;-0,43;;988,7;;88,8;;
30.01.2019;04:00;20,436; ;27,982;;31,617;;0,30399;E;-0,59;;988,2;;90,1;;
30.01.2019;05:00;20,789; ;27,869;;32,473;;0,27807;E;-0,71;;987,7;;90,2;;
30.01.2019;06:00;20,972; ;31,603;;44,738;;0,26450;E;-0,73;;987,3;;89,4;;
30.01.2019;07:00;20,997; ;37,368;;78,128;;0,24445;E;-0,63;;986,9;;87,1;;
30.01.2019;08:00;20,955; ;51,116;;151,276;;0,27427;E;-0,56;;986,5;;85,7;;
30.01.2019;09:00;20,639; ;48,431;;100,766;;0,28833;E;-0,35;;985,9;;82,5;;
30.01.2019;10:00;20,272; ;54,059;;111,380;;0,30328;E;-0,02;;985,6;;79,3;;
30.01.2019;11:00;19,946; ;40,277;;88,963;;0,31597;E;0,52;;985,5;;77,2;;
30.01.2019;12:00;19,521; ;40,103;;83,289;;0,32611;E;1,30;;985,5;;73,0;;
30.01.2019;13:00;19,004; ;40,844;;79,589;;0,33228;E;1,41;;985,1;;71,0;;
