Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;mg/m³;Status;°C;Status;hPa;Status;%;Status;
07.01.2019;23:00;22,221; ;18,265;;34,136;;0,49404;E;7,17;;1008,7;;100,0;;
08.01.2019;00:00;21,910; ;16,217;;21,376;;0,45036;E;7,48;;1007,4;;99,9;;
08.01.2019;01:00;21,377; ;11,628;;20,116;;0,38038;E;7,54;;1007,0;;98,9;;
08.01.2019;02:00;21,078; ;;*;;*;0,30373;E;7,17;;1006,7;;95,8;;
08.01.2019;03:00;20,543; ;4,917;;4,622;;0,23879;E;6,73;;1006,2;;92,4;;
08.01.2019;04:00;20,392; ;6,168;;5,546;;0,20009;E;6,70;;1005,4;;91,1;;
08.01.2019;05:00;20,253; ;9,257;;8,291;;0,16968;E;6,53;;1004,2;;91,1;;
08.01.2019;06:00;19,790; ;13,014;;16,656;;0,14563;E;6,10;;1003,2;;90,1;;
08.01.2019;07:00;19,548; ;25,993;;33,398;;0,13932;E;6,44;;1002,2;;86,0;;
08.01.2019;08:00;19,243; ;35,585;;58,732;;0,15385;E;6,81;;1001,7;;82,1;;
08.01.2019;09:00;18,931; ;31,076;;54,174;;0,16515;E;6,73;;1001,1;;82,4;;
08.01.2019;10:00;18,495; ;24,316;;42,042;;0,17709;E;6,26;;1000,7;;89,1;;
08.01.2019;11:00;17,716; ;34,687;;52,610;;0,19199;E;6,37;;1000,5;;92,8;;
08.01.2019;12:00;17,230; ;29,130;;47,641;;0,20675;E;6,48;;1000,5;;95,3;;
08.01.2019;13:00;16,732; ;43,423;;59,991;;0,21727;E;6,48;;1000,7;;92,7;;
08.01.2019;14:00;16,528; ;31,590;;48,461;;0,22255;E;6,25;;1000,6;;86,2;;
08.01.2019;15:00;16,352; ;22,220;;42,349;;0,22120;E;6,21;;1000,5;;84,6;;
08.01.2019;16:00;16,127; ;43,039;;68,764;;0,21097;E;5,56;;1000,8;;90,4;;
08.01.2019;17:00;15,691; ;45,063;;80,121;;0,23265;E;4,52;;1001,3;;94,4;;
08.01.2019;18:00;15,155; ;33,731;;53,419;;0,25737;E;4,55;;1001,8;;94,1;;
08.01.2019;19:00;14,208; ;37,292;;62,101;;0,26807;E;4,45;;1002,0;;94,8;;
08.01.2019;20:00;13,680; ;20,381;;30,285;;0,26522;E;4,76;;1002,2;;92,7;;
08.01.2019;21:00;13,531; ;16,256;;22,303;;0,26427;E;4,79;;1002,7;;91,6;;
08.01.2019;22:00;13,521; ;18,811;;24,707;;0,26248;E;4,28;;1003,3;;93,8;;
08.01.2019;23:00;13,561; ;15,811;;18,491;;0,25649;E;3,98;;1003,5;;93,2;;
09.01.2019;00:00;13,685; ;11,912;;14,691;;0,23511;E;3,87;;1003,6;;92,0;;
09.01.2019;01:00;13,702; ;7,474;;6,830;;0,19406;E;3,52;;1003,4;;90,9;;
09.01.2019;02:00;13,652; ;6,617;;5,906;;0,15239;E;3,60;;1003,5;;92,0;;
09.01.2019;03:00;13,552; ;;*;;*;0,12536;E;3,50;;1004,3;;90,2;;
09.01.2019;04:00;13,535; ;9,726;;8,792;;0,11016;E;3,54;;1004,7;;88,6;;
09.01.2019;05:00;13,344; ;13,468;;12,255;;0,09647;E;3,60;;1005,2;;75,5;;
09.01.2019;06:00;13,310; ;28,300;;35,176;;0,09287;E;3,69;;1005,4;;70,7;;
09.01.2019;07:00;13,292; ;40,313;;75,952;;0,11668;E;3,16;;1005,5;;83,3;;
09.01.2019;08:00;13,237; ;74,758;;125,954;;0,17004;E;3,37;;1005,9;;81,4;;
09.01.2019;09:00;13,093; ;65,507;;110,923;;0,21386;E;3,29;;1006,6;;82,2;;
09.01.2019;10:00;12,970; ;50,095;;76,106;;0,23053;E;3,69;;1007,2;;72,0;;
09.01.2019;11:00;13,001; ;49,502;;69,665;;0,24728;E;4,44;;1007,8;;68,7;;
09.01.2019;12:00;12,748; ;41,107;;50,390;;0,25288;E;4,40;;1008,3;;67,4;;
09.01.2019;13:00;12,540; ;32,291;;44,068;;0,25947;E;4,33;;1008,4;;66,5;;
09.01.2019;14:00;12,129; ;21,593;;30,339;;0,25376;E;4,11;;1008,7;;65,5;;
09.01.2019;15:00;11,967; ;28,376;;37,085;;0,22361;E;4,08;;1009,3;;62,9;;
09.01.2019;16:00;11,754; ;25,547;;29,894;;0,17157;E;3,80;;1010,0;;66,7;;
09.01.2019;17:00;11,766; ;30,868;;32,702;;0,13147;E;3,37;;1010,5;;68,6;;
09.01.2019;18:00;11,611; ;30,612;;35,439;;0,12329;E;2,97;;1011,0;;67,5;;
09.01.2019;19:00;11,569; ;35,488;;40,963;;0,11529;E;2,60;;1011,7;;71,4;;
09.01.2019;20:00;11,261; ;19,796;;20,700;;0,10632;E;2,78;;1012,5;;67,1;;
09.01.2019;21:00;10,993; ;22,124;;21,484;;0,09780;E;2,59;;1013,0;;67,2;;
09.01.2019;22:00;10,775; ;23,787;;22,364;;0,09995;E;2,15;;1013,5;;70,7;;
09.01.2019;23:00;10,658; ;23,216;;21,085;;0,09868;E;1,66;;1014,0;;74,3;;
10.01.2019;00:00;10,884; ;25,409;;21,966;;0,09473;E;1,21;;1014,5;;78,0;;
10.01.2019;01:00;11,051; ;21,782;;17,098;;0,09621;E;0,70;;1014,6;;81,7;;
10.01.2019;02:00;11,131; ;21,108;;18,028;;0,09695;E;0,41;;1014,9;;84,3;;
10.01.2019;03:00;11,288; ;21,483;;17,684;;0,09411;E;0,35;;1015,5;;85,6;;
10.01.2019;04:00;11,147; ;;*;;*;0,10527;E;0,42;;1016,1;;86,0;;
10.01.2019;05:00;11,216; ;34,864;;33,118;;0,11524;E;0,43;;1016,2;;86,8;;
10.01.2019;06:00;11,770; ;52,708;;85,783;;0,14492;E;0,48;;1016,4;;87,9;;
10.01.2019;07:00;11,982; ;42,575;;124,682;;0,19074;E;0,66;;1016,4;;88,3;;
10.01.2019;08:00;12,189; ;73,029;;223,328;;0,30037;E;0,96;;1016,8;;87,6;;
10.01.2019;09:00;12,533; ;67,456;;175,209;;0,35657;E;0,94;;1017,3;;87,7;;
10.01.2019;10:00;12,930; ;63,723;;283,472;;0,40891;E;1,02;;1017,8;;88,0;;
10.01.2019;11:00;13,331; ;54,543;;202,013;;0,44015;E;1,61;;1018,1;;85,9;;
10.01.2019;12:00;13,847; ;58,782;;224,088;;0,47725;E;1,90;;1018,2;;85,5;;
10.01.2019;13:00;14,409; ;60,315;;223,668;;0,52435;E;2,20;;1018,2;;85,0;;
10.01.2019;14:00;14,993; ;64,291;;259,514;;0,56118;E;2,53;;1017,9;;84,0;;
10.01.2019;15:00;15,561; ;64,606;;216,695;;0,57587;E;2,78;;1017,7;;82,8;;
10.01.2019;16:00;16,172; ;61,861;;234,883;;0,54196;E;2,75;;1017,6;;83,7;;
10.01.2019;17:00;16,750; ;98,404;;321,835;;0,56855;E;2,64;;1017,7;;84,8;;
10.01.2019;18:00;17,492; ;81,648;;299,934;;0,65573; ;2,59;;1017,6;;85,5;;
10.01.2019;19:00;18,383; ;76,192;;310,517;;0,74395; ;2,41;;1017,6;;88,4;;
10.01.2019;20:00;19,426; ;69,087;;229,241;;0,78282; ;2,39;;1017,6;;91,5;;
10.01.2019;21:00;20,395; ;64,381;;196,123;;0,81245; ;2,09;;1017,5;;94,8;;
10.01.2019;22:00;21,289; ;57,416;;136,317;;0,80143; ;1,62;;1017,4;;97,4;;
10.01.2019;23:00;21,679; ;41,195;;85,627;;0,78284; ;1,20;;1017,3;;98,4;;
11.01.2019;00:00;21,561; ;25,219;;37,187;;0,72903; ;1,09;;1017,0;;99,2;;
11.01.2019;01:00;21,504; ;18,357;;26,207;;0,65096; ;1,09;;1016,5;;99,5;;
11.01.2019;02:00;21,384; ;11,624;;17,397;;0,50955;E;0,96;;1016,0;;99,9;;
11.01.2019;03:00;21,157; ;11,874;;15,276;;0,38784;E;1,04;;1015,5;;100,0;;
11.01.2019;04:00;21,131; ;14,779;;18,989;;0,30711;E;1,26;;1015,1;;100,0;;
11.01.2019;05:00;21,124; ;;*;;*;0,22905;E;1,54;;1014,6;;100,0;;
11.01.2019;06:00;20,876; ;47,754;;112,959;;0,20529;E;1,83;;1014,3;;100,0;;
11.01.2019;07:00;21,135; ;65,039;;211,245;;0,22238;E;2,07;;1013,8;;100,0;;
11.01.2019;08:00;21,766; ;63,588;;267,012;;0,30420;E;2,51;;1013,7;;100,0;;
11.01.2019;09:00;22,515; ;60,372;;273,569;;0,37559;E;2,87;;1013,7;;100,0;;
11.01.2019;10:00;23,349; ;58,819;;258,920;;0,47015;E;3,25;;1013,5;;100,0;;
11.01.2019;11:00;24,029; ;65,340;;266,462;;0,55177;E;4,20;;1013,3;;100,0;;
11.01.2019;12:00;24,475; ;65,149;;240,574;;0,62937; ;5,34;;1013,2;;100,0;;
11.01.2019;13:00;24,430; ;73,487;;231,422;;0,69414; ;6,11;;1012,5;;100,0;;
11.01.2019;14:00;23,822; ;62,648;;169,325;;0,71339; ;6,89;;1011,9;;100,0;;
11.01.2019;15:00;23,139; ;48,428;;135,933;;0,69991; ;7,20;;1011,6;;99,3;;
11.01.2019;16:00;22,340; ;54,362;;143,763;;0,64712; ;7,27;;1011,6;;99,7;;
11.01.2019;17:00;21,607; ;51,817;;130,359;;0,64169; ;7,18;;1011,6;;99,0;;
11.01.2019;18:00;20,720; ;36,631;;103,808;;0,60752; ;6,95;;1011,7;;98,3;;
11.01.2019;19:00;19,773; ;42,351;;102,690;;0,56646;E;6,80;;1011,9;;98,8;;
11.01.2019;20:00;18,769; ;37,167;;76,617;;0,51893;E;6,59;;1012,3;;98,2;;
11.01.2019;21:00;17,855; ;31,084;;63,848;;0,47614;E;6,55;;1012,5;;97,6;;
11.01.2019;22:00;17,055; ;27,243;;52,353;;0,44925;E;6,50;;1012,6;;96,7;;
11.01.2019;23:00;16,784; ;22,809;;45,096;;0,42404;E;6,45;;1012,6;;96,7;;
12.01.2019;00:00;16,633; ;13,926;;27,627;;0,41498;E;6,43;;1012,6;;98,2;;
12.01.2019;01:00;16,479; ;15,324;;27,648;;0,34818;E;6,25;;1012,6;;99,3;;
12.01.2019;02:00;16,337; ;9,685;;15,973;;0,28733;E;6,09;;1012,5;;99,6;;
12.01.2019;03:00;16,321; ;7,721;;14,893;;0,25219;E;5,96;;1012,5;;99,6;;
12.01.2019;04:00;16,243; ;8,530;;16,042;;0,22731;E;5,83;;1012,3;;100,0;;
12.01.2019;05:00;16,049; ;13,344;;21,593;;0,20940;E;5,74;;1011,6;;99,7;;
12.01.2019;06:00;15,697; ;13,409;;27,312;;0,19219;E;5,69;;1011,3;;98,8;;
12.01.2019;07:00;15,130; ;14,451;;26,040;;0,18191;E;5,60;;1011,1;;97,5;;
12.01.2019;08:00;14,126; ;21,358;;38,418;;0,19398;E;5,46;;1010,5;;96,4;;
12.01.2019;09:00;12,947; ;23,189;;43,431;;0,20377;E;5,28;;1009,8;;94,5;;
12.01.2019;10:00;11,754; ;24,937;;51,562;;0,21960;E;5,31;;1009,1;;93,3;;
12.01.2019;11:00;10,928; ;37,695;;94,193;;0,24610;E;5,47;;1008,3;;93,6;;
12.01.2019;12:00;10,402; ;32,950;;78,067;;0,27005;E;5,71;;1007,0;;95,2;;
12.01.2019;13:00;10,159; ;36,463;;87,909;;0,29267;E;5,54;;1005,9;;98,2;;
12.01.2019;14:00;10,355; ;42,051;;102,566;;0,32514;E;5,79;;1004,4;;99,4;;
12.01.2019;15:00;10,396; ;40,915;;99,068;;0,36156;E;6,21;;1003,4;;99,4;;
12.01.2019;16:00;10,408; ;37,669;;112,544;;0,38572;E;6,52;;1002,8;;99,5;;
12.01.2019;17:00;10,429; ;39,552;;86,052;;0,39844;E;6,77;;1002,5;;99,0;;
12.01.2019;18:00;10,400; ;30,364;;69,808;;0,40594;E;6,66;;1002,2;;98,0;;
12.01.2019;19:00;10,334; ;30,638;;68,673;;0,40525;E;6,37;;1002,2;;97,8;;
12.01.2019;20:00;10,287; ;28,038;;68,618;;0,41055;E;6,29;;1002,1;;98,1;;
12.01.2019;21:00;10,401; ;23,639;;47,072;;0,41028;E;6,32;;1001,9;;97,4;;
12.01.2019;22:00;10,184; ;18,822;;38,193;;0,39841;E;6,04;;1001,7;;97,4;;
12.01.2019;23:00;10,031; ;;*;;*;0,38517;E;6,09;;1001,5;;97,9;;
13.01.2019;00:00;10,159; ;14,728;;28,146;;0,35844;E;6,33;;1001,3;;97,7;;
13.01.2019;01:00;10,444; ;12,811;;23,786;;0,33741;E;6,53;;1001,0;;97,2;;
13.01.2019;02:00;10,785; ;13,060;;23,582;;0,31830;E;6,56;;1001,0;;97,0;;
13.01.2019;03:00;10,963; ;14,815;;24,054;;0,29688;E;6,55;;1000,7;;97,4;;
13.01.2019;04:00;11,228; ;17,781;;27,522;;0,27594;E;6,59;;1000,2;;98,4;;
13.01.2019;05:00;11,473; ;15,160;;21,194;;0,25863;E;6,58;;999,8;;98,5;;
13.01.2019;06:00;11,738; ;17,601;;29,228;;0,24441;E;6,68;;998,8;;97,3;;
13.01.2019;07:00;11,929; ;13,400;;19,030;;0,22350;E;6,76;;997,8;;97,5;;
13.01.2019;08:00;12,083; ;10,817;;16,157;;0,21527;E;6,75;;996,7;;99,5;;
13.01.2019;09:00;12,019; ;11,086;;17,920;;0,21553;E;7,05;;995,8;;100,0;;
13.01.2019;10:00;11,731; ;19,398;;36,143;;0,22600;E;7,50;;994,8;;100,0;;
13.01.2019;11:00;11,154; ;19,682;;40,564;;0,24999;E;8,09;;994,0;;100,0;;
13.01.2019;12:00;10,476; ;25,126;;51,073;;0,26558;E;8,41;;993,3;;99,9;;
13.01.2019;13:00;9,926; ;17,739;;40,175;;0,27703;E;8,47;;992,4;;99,5;;
13.01.2019;14:00;9,498; ;19,703;;42,172;;0,28957;E;8,52;;991,3;;99,1;;
13.01.2019;15:00;9,344; ;23,538;;46,860;;0,31089;E;8,46;;990,2;;99,7;;
13.01.2019;16:00;9,193; ;22,068;;42,768;;0,33079;E;8,37;;989,7;;99,8;;
13.01.2019;17:00;9,113; ;15,168;;32,830;;0,34240;E;8,32;;989,3;;98,6;;
13.01.2019;18:00;9,202; ;18,176;;39,309;;0,34516;E;8,31;;989,0;;95,1;;
13.01.2019;19:00;9,065; ;20,479;;41,214;;0,33366;E;6,10;;989,6;;97,2;;
13.01.2019;20:00;8,947; ;17,776;;35,814;;0,32515;E;6,25;;989,7;;97,5;;
13.01.2019;21:00;8,700; ;16,362;;29,541;;0,31867;E;6,28;;990,1;;96,1;;
13.01.2019;22:00;8,840; ;13,933;;22,171;;0,30558;E;6,19;;990,5;;95,8;;
13.01.2019;23:00;8,854; ;8,255;;13,906;;0,28533;E;6,37;;990,8;;93,6;;
14.01.2019;00:00;8,763; ;;*;;*;0,26308;E;6,31;;991,4;;94,5;;
14.01.2019;01:00;8,664; ;7,119;;10,127;;0,24064;E;6,26;;992,3;;94,8;;
14.01.2019;02:00;8,535; ;7,426;;9,131;;0,21856;E;5,85;;993,6;;96,1;;
14.01.2019;03:00;8,596; ;7,976;;11,368;;0,19572;E;5,28;;994,8;;95,8;;
14.01.2019;04:00;8,774; ;8,392;;11,120;;0,17628;E;4,91;;996,1;;92,3;;
14.01.2019;05:00;9,095; ;9,183;;13,743;;0,16228;E;4,79;;997,0;;89,7;;
14.01.2019;06:00;9,394; ;22,183;;54,936;;0,16510;E;4,67;;997,6;;86,0;;
14.01.2019;07:00;9,747; ;32,944;;95,273;;0,17367;E;4,61;;998,1;;85,7;;
14.01.2019;08:00;10,208; ;51,294;;179,643;;0,22118;E;4,61;;999,0;;82,9;;
14.01.2019;09:00;10,501; ;43,558;;133,932;;0,24246;E;4,08;;1000,1;;84,1;;
14.01.2019;10:00;10,768; ;40,569;;108,859;;0,25767;E;4,20;;1001,0;;81,4;;
14.01.2019;11:00;11,062; ;43,351;;121,691;;0,27051;E;4,76;;1001,7;;76,5;;
14.01.2019;12:00;11,377; ;39,771;;106,674;;0,29170;E;4,95;;1002,2;;74,0;;
14.01.2019;13:00;11,699; ;31,953;;94,791;;0,30398;E;4,42;;1002,8;;81,9;;
14.01.2019;14:00;12,054; ;32,622;;101,039;;0,30836;E;4,47;;1003,3;;79,5;;
14.01.2019;15:00;12,332; ;40,661;;112,728;;0,30748;E;4,63;;1003,9;;75,0;;
14.01.2019;16:00;12,867; ;51,813;;154,643;;0,30275;E;4,49;;1004,8;;75,9;;
14.01.2019;17:00;13,341; ;63,198;;173,037;;0,31011;E;3,65;;1005,8;;78,4;;
14.01.2019;18:00;13,792; ;53,112;;148,889;;0,32784;E;3,63;;1006,3;;77,6;;
14.01.2019;19:00;14,351; ;45,217;;97,606;;0,33879;E;3,55;;1006,9;;79,2;;
14.01.2019;20:00;14,959; ;40,979;;87,902;;0,33269;E;3,54;;1007,6;;77,7;;
14.01.2019;21:00;15,564; ;30,700;;65,798;;0,34402;E;3,59;;1008,2;;76,6;;
14.01.2019;22:00;15,935; ;23,601;;48,531;;0,33269;E;3,39;;1008,8;;79,1;;
14.01.2019;23:00;16,458; ;26,248;;46,589;;0,32295;E;2,99;;1009,0;;81,7;;
15.01.2019;00:00;16,900; ;19,153;;28,360;;0,27653;E;2,78;;1009,4;;85,5;;
15.01.2019;01:00;17,153; ;;*;;*;0,25249;E;2,79;;1009,4;;85,3;;
15.01.2019;02:00;17,527; ;14,672;;20,306;;0,22142;E;2,67;;1009,5;;86,1;;
15.01.2019;03:00;17,513; ;13,925;;16,527;;0,20035;E;2,72;;1009,5;;86,7;;
15.01.2019;04:00;17,292; ;12,632;;16,027;;0,18794;E;2,39;;1009,2;;87,6;;
15.01.2019;05:00;17,038; ;16,204;;22,943;;0,16517;E;2,37;;1008,9;;85,3;;
15.01.2019;06:00;16,775; ;29,693;;66,852;;0,17879;E;2,70;;1008,5;;83,9;;
15.01.2019;07:00;16,491; ;43,084;;112,306;;0,20766;E;3,01;;1008,0;;84,0;;
15.01.2019;08:00;16,401; ;67,912;;262,850;;0,29514;E;3,67;;1007,7;;87,9;;
15.01.2019;09:00;16,881; ;49,429;;165,886;;0,33361;E;4,24;;1007,5;;90,6;;
15.01.2019;10:00;17,885; ;45,357;;166,500;;0,37617;E;4,70;;1007,3;;90,3;;
15.01.2019;11:00;19,360; ;45,329;;126,871;;0,40879;E;5,12;;1007,1;;89,9;;
15.01.2019;12:00;20,391; ;53,951;;160,540;;0,46419;E;5,70;;1006,8;;88,3;;
15.01.2019;13:00;21,039; ;50,582;;145,724;;0,50973;E;6,17;;1006,4;;86,8;;
15.01.2019;14:00;21,484; ;54,987;;140,182;;0,53296;E;6,40;;1005,8;;86,7;;
15.01.2019;15:00;21,952; ;47,982;;150,319;;0,54900;E;6,68;;1005,2;;87,0;;
15.01.2019;16:00;22,194; ;50,510;;152,344;;0,50290;E;6,98;;1005,1;;85,3;;
15.01.2019;17:00;22,321; ;61,547;;171,879;;0,51749;E;7,02;;1005,0;;85,1;;
15.01.2019;18:00;22,302; ;51,574;;133,403;;0,56775;E;6,91;;1004,9;;85,3;;
15.01.2019;19:00;22,353; ;38,813;;93,177;;0,57603;E;6,72;;1004,8;;87,1;;
15.01.2019;20:00;22,368; ;37,192;;88,011;;0,55632;E;6,24;;1004,9;;94,3;;
15.01.2019;21:00;22,233; ;29,610;;55,695;;0,54110;E;5,93;;1004,9;;97,8;;
15.01.2019;22:00;22,285; ;34,285;;67,882;;0,52227;E;6,03;;1005,0;;97,4;;
15.01.2019;23:00;22,366; ;26,641;;46,481;;0,49224;E;5,99;;1005,0;;97,5;;
16.01.2019;00:00;22,525; ;20,560;;30,407;;0,46721;E;6,33;;1004,8;;93,2;;
16.01.2019;01:00;22,848; ;17,779;;23,728;;0,41922;E;6,52;;1004,4;;90,5;;
16.01.2019;02:00;23,016; ;;*;;*;0,33413;E;6,42;;1004,0;;89,2;;
16.01.2019;03:00;23,319; ;13,436;;16,703;;0,29805;E;6,35;;1003,5;;89,7;;
16.01.2019;04:00;23,700; ;11,450;;13,552;;0,26674;E;6,58;;1003,2;;88,8;;
16.01.2019;05:00;23,917; ;10,858;;14,614;;0,24101;E;6,81;;1002,6;;88,4;;
16.01.2019;06:00;23,989; ;20,810;;45,542;;0,23360;E;6,95;;1002,1;;88,0;;
16.01.2019;07:00;24,036; ;40,954;;102,243;;0,24557;E;6,90;;1001,6;;88,3;;
16.01.2019;08:00;23,855; ;56,521;;175,988;;0,29352;E;6,65;;1001,2;;91,4;;
16.01.2019;09:00;23,422; ;56,211;;177,400;;0,32863;E;6,38;;1001,3;;93,5;;
16.01.2019;10:00;22,563; ;46,134;;132,424;;0,34741;E;6,04;;1001,2;;94,2;;
16.01.2019;11:00;21,080; ;39,322;;116,969;;0,37216;E;6,36;;1000,8;;88,2;;
16.01.2019;12:00;19,982; ;43,932;;112,354;;0,39779;E;6,18;;1000,3;;87,9;;
16.01.2019;13:00;19,272; ;48,525;;136,413;;0,43650;E;6,00;;999,6;;87,8;;
16.01.2019;14:00;18,986; ;54,611;;140,739;;0,47333;E;6,20;;998,7;;83,8;;
16.01.2019;15:00;18,786; ;47,052;;123,958;;0,47976;E;6,24;;997,8;;79,7;;
16.01.2019;16:00;18,650; ;65,054;;182,499;;0,49192;E;6,24;;997,0;;78,5;;
16.01.2019;17:00;18,552; ;50,854;;180,099;;0,53079;E;6,05;;996,5;;77,0;;
16.01.2019;18:00;18,608; ;63,145;;178,147;;0,56000;E;5,75;;995,7;;77,2;;
16.01.2019;19:00;18,568; ;39,049;;124,256;;0,57702;E;5,65;;995,2;;76,7;;
16.01.2019;20:00;18,367; ;37,713;;98,865;;0,59015;E;5,67;;994,5;;77,2;;
16.01.2019;21:00;18,277; ;30,749;;62,062;;0,57134;E;5,65;;993,8;;77,6;;
16.01.2019;22:00;18,167; ;30,899;;52,293;;0,53934;E;5,74;;993,0;;76,8;;
16.01.2019;23:00;17,930; ;23,932;;43,428;;0,52634;E;5,74;;992,4;;76,6;;
17.01.2019;00:00;17,629; ;18,423;;25,049;;0,46984;E;5,32;;991,8;;82,7;;
17.01.2019;01:00;17,400; ;15,825;;19,702;;0,39500;E;4,72;;991,5;;91,0;;
17.01.2019;02:00;17,256; ;17,532;;22,422;;0,34905;E;4,58;;991,4;;95,1;;
17.01.2019;03:00;16,922; ;;*;;*;0,30511;E;4,61;;991,5;;96,1;;
17.01.2019;04:00;16,365; ;13,060;;17,896;;0,26251;E;4,25;;992,0;;96,4;;
17.01.2019;05:00;15,811; ;9,187;;14,655;;0,23638;E;3,83;;992,0;;96,0;;
17.01.2019;06:00;15,375; ;22,531;;48,699;;0,22745;E;4,00;;992,0;;94,9;;
17.01.2019;07:00;15,084; ;46,189;;116,202;;0,22978;E;4,31;;992,0;;94,5;;
17.01.2019;08:00;15,014; ;72,505;;241,547;;0,27924;E;4,61;;991,8;;92,6;;
17.01.2019;09:00;15,009; ;55,391;;175,808;;0,30907;E;4,37;;991,9;;89,9;;
17.01.2019;10:00;15,170; ;46,617;;140,173;;0,32785;E;4,42;;992,2;;88,1;;
17.01.2019;11:00;15,688; ;40,476;;133,407;;0,35069;E;5,13;;992,1;;85,2;;
17.01.2019;12:00;16,245; ;46,579;;144,499;;0,38708;E;5,84;;991,8;;82,8;;
17.01.2019;13:00;16,277; ;47,967;;135,556;;0,43470;E;4,47;;991,5;;90,2;;
17.01.2019;14:00;15,818; ;63,315;;164,723;;0,47758;E;3,12;;991,1;;96,2;;
17.01.2019;15:00;15,385; ;73,650;;188,123;;0,50523;E;3,63;;991,4;;95,6;;
17.01.2019;16:00;14,854; ;61,299;;169,990;;0,49844;E;4,12;;992,3;;92,9;;
17.01.2019;17:00;14,438; ;71,503;;208,716;;0,52208;E;3,10;;993,8;;93,3;;
17.01.2019;18:00;13,948; ;85,905;;245,567;;0,58102;E;1,99;;994,9;;95,6;;
17.01.2019;19:00;13,612; ;75,474;;205,398;;0,65590; ;1,79;;995,8;;96,7;;
17.01.2019;20:00;13,360; ;47,496;;118,204;;0,66766; ;1,76;;996,7;;95,6;;
17.01.2019;21:00;13,110; ;45,831;;92,179;;0,64698; ;1,59;;997,8;;95,8;;
17.01.2019;22:00;12,728; ;34,024;;69,362;;0,60661; ;1,37;;999,0;;95,0;;
17.01.2019;23:00;12,240; ;30,508;;57,073;;0,55467;E;1,31;;1000,3;;93,8;;
18.01.2019;00:00;11,958; ;16,606;;29,858;;0,49300;E;0,97;;1001,7;;97,3;;
18.01.2019;01:00;11,686; ;12,029;;21,642;;0,43398;E;1,02;;1002,8;;97,6;;
18.01.2019;02:00;11,416; ;17,259;;30,888;;0,34837;E;0,99;;1004,0;;97,5;;
18.01.2019;03:00;11,725; ;21,204;;30,125;;0,24879;E;0,62;;1005,4;;98,5;;
18.01.2019;04:00;11,868; ;;*;;*;0,20106;E;0,23;;1006,2;;99,4;;
18.01.2019;05:00;12,052; ;32,273;;58,991;;0,18543;E;-0,02;;1007,0;;99,3;;
18.01.2019;06:00;12,281; ;59,945;;180,889;;0,21253;E;-0,47;;1007,7;;99,3;;
18.01.2019;07:00;12,539; ;67,951;;256,525;;0,26927;E;-0,77;;1008,4;;99,3;;
18.01.2019;08:00;12,747; ;88,618;;375,158;;0,38267;E;-0,59;;1009,0;;98,5;;
18.01.2019;09:00;12,882; ;84,875;;307,235;;0,44795;E;-0,79;;1009,8;;97,4;;
18.01.2019;10:00;12,791; ;76,377;;300,098;;0,50112;E;0,24;;1010,5;;94,1;;
18.01.2019;11:00;12,344; ;73,997;;239,387;;0,54463;E;1,78;;1011,0;;87,7;;
18.01.2019;12:00;11,881; ;72,290;;235,143;;0,59110;E;2,08;;1011,4;;84,1;;
18.01.2019;13:00;11,969; ;85,363;;280,712;;0,63700; ;2,51;;1011,5;;80,5;;
18.01.2019;14:00;12,344; ;79,689;;260,284;;0,67227; ;3,23;;1011,4;;76,4;;
18.01.2019;15:00;12,568; ;61,491;;194,522;;0,66774; ;3,69;;1011,2;;66,6;;
18.01.2019;16:00;12,989; ;77,849;;231,786;;0,61626; ;3,65;;1011,4;;65,6;;
18.01.2019;17:00;13,458; ;71,202;;210,421;;0,60981; ;2,96;;1011,5;;68,7;;
18.01.2019;18:00;14,135; ;94,119;;286,654;;0,65797; ;2,13;;1011,7;;71,5;;
18.01.2019;19:00;14,974; ;91,663;;327,907;;0,72830; ;1,61;;1011,7;;74,2;;
18.01.2019;20:00;16,188; ;97,397;;324,325;;0,84169; ;1,17;;1011,8;;75,8;;
18.01.2019;21:00;17,828; ;89,102;;336,598;;0,95883; ;0,68;;1011,9;;79,4;;
18.01.2019;22:00;19,334; ;84,529;;277,235;;1,00361; ;0,32;;1012,1;;79,9;;
18.01.2019;23:00;21,188; ;76,796;;236,084;;1,05540; ;0,07;;1012,0;;80,4;;
19.01.2019;00:00;22,417; ;77,634;;257,368;;1,10026; ;-0,24;;1012,2;;82,8;;
19.01.2019;01:00;23,768; ;64,999;;234,346;;1,16630; ;-1,06;;1012,1;;87,0;;
19.01.2019;02:00;24,831; ;57,266;;170,247;;1,14367; ;-1,65;;1011,7;;89,0;;
19.01.2019;03:00;25,311; ;53,216;;113,750;;1,08086; ;-1,82;;1011,5;;88,5;;
19.01.2019;04:00;26,045; ;52,631;;106,605;;0,95732; ;-1,93;;1011,3;;89,1;;
19.01.2019;05:00;26,804; ;;*;;*;0,81202; ;-2,18;;1011,2;;90,5;;
19.01.2019;06:00;27,394; ;54,149;;122,897;;0,72417; ;-2,43;;1010,9;;91,6;;
