Datum;Uhrzeit;Braunschweig_VS;Goettingen_VS;Hannover_VS;Osnabrueck_VS;Oldenburg_VS;Hannover;Jadebusen;Osnabrueck;Ostfriesische_Inseln;Ostfriesland
26.02.23;16:00;9,361;12,869;15,494;9,316;12,68;6,395;2,55;4,866;0,778;2,914
26.02.23;17:00;12,259;13,611;22,77;13,183;10,423;6,052;3,406;6,104;0,963;3,761
26.02.23;18:00;13,204;16,656;19,406;15,809;14,355;8,69;3,697;8,43;0,957;4,728
26.02.23;19:00;16,164;27,564;27,025;24,152;20,587;13,621;4,21;12,996;1,228;7,006
26.02.23;20:00;29,078;35,386;29,079;19,088;30,997;24,308;5,096;15,858;1,18;7,524
26.02.23;21:00;26,302;27,184;33,368;35,702;46,238;26,646;2,472;19,812;0,924;9,693
26.02.23;22:00;26,975;51,462;24,578;58,456;49,824;16,685;5,556;21,367;2,021;8,656
26.02.23;23:00;36,8;58,73;21,154;40,341;63,323;12,652;5,288;27,357;1,209;
27.02.23;00:00;40,242;52,596;34,425;45,619;60,024;19,281;5,798;27,157;;21,888
27.02.23;01:00;32,364;42,784;48,902;;50,178;;;;1,198;23,12
27.02.23;02:00;;24,418;;32,74;;28,696;10,21;20,49;1,226;26,032
27.02.23;03:00;29,435;18,661;39,167;47,63;38,101;25,536;10,784;35,958;3,36;26,021
27.02.23;04:00;29,339;;36,978;46,616;31,405;28,203;8,216;41,557;3,276;22,51
27.02.23;05:00;33,918;40,407;43,766;41,493;29,447;31,141;10,306;21,473;5,204;25,855
27.02.23;06:00;46,297;33,3;60,09;45,223;38,848;33,924;12,755;32,827;3,739;33,163
27.02.23;07:00;48,247;33,812;71,114;52,46;53,913;44,402;7,962;40,758;2,078;39,413
27.02.23;08:00;53,106;37,417;73,614;60,83;62,211;48,124;6,78;47,941;2,407;42,705
27.02.23;09:00;56,242;59,187;70,515;62,982;71,134;40,683;10,285;49,718;3,148;46,806
27.02.23;10:00;42,732;50,787;57,911;64,521;61,229;36,532;6,878;51,953;1,665;32,554
27.02.23;11:00;46,499;28,71;43,875;40,558;39,407;27,064;4,304;27,401;1,885;11,2
27.02.23;12:00;28,317;28,325;31,319;20,199;34,691;14,819;3,843;11,888;6,185;6,275
27.02.23;13:00;21,642;21,06;22,984;15,817;28,966;11,839;6,353;6,667;1,648;
27.02.23;14:00;19,189;21,905;14,683;15,346;27,729;9,435;3,143;7,793;0,837;
27.02.23;15:00;17,364;25,19;17,818;16,032;26,67;7,054;3,599;7,085;1,672;
27.02.23;16:00;19,489;34,989;20,318;16,346;25,697;10,063;4,076;7,59;1,663;4,578
27.02.23;17:00;16,76;27,375;18,429;18,236;28,341;13,04;6,736;8,829;3,067;5,848
27.02.23;18:00;19,161;25,321;21,822;27,803;33,176;14,373;6,662;13,605;3,184;7,709
27.02.23;19:00;30,37;31,49;31,106;50,207;37,867;21,243;6,61;26,294;6,876;11,143
27.02.23;20:00;30,105;31,015;25,965;49,302;51,114;21,32;9,329;41,611;4,625;13,68
27.02.23;21:00;44,196;22,592;30,693;57,252;45,986;23,951;9,297;28,893;3,89;16,071
27.02.23;22:00;34,998;43,889;36,686;66,462;47,988;21,636;12,567;29,412;2,559;17,108
27.02.23;23:00;46,82;35,497;65,957;60,537;41,211;28,082;12,632;48,995;5,269;15,14
28.02.23;00:00;46,383;32,899;56,968;55,734;39,872;36,517;14,138;54,991;6,201;13,868
28.02.23;01:00;48,386;36,544;45,951;52,805;39,757;31,301;12,231;27,443;;16,991
28.02.23;02:00;40,91;25,629;47,067;;40,921;;;;3,236;24,084
28.02.23;03:00;;33,787;;48,983;;26,428;7,519;50,487;3,02;20,056
28.02.23;04:00;44,164;36,959;51,732;44,897;38,099;40,37;5,135;50,341;6,191;7,919
28.02.23;05:00;35,093;;55,692;45,404;37,435;54,056;4,618;44,907;5,066;10,812
28.02.23;06:00;38,177;49,39;70,414;50,914;41,116;54,688;9,382;44,834;3,619;23,354
28.02.23;07:00;55,023;45,842;75,906;49,949;45,323;58,387;17,465;41,049;4,718;14,444
28.02.23;08:00;49,319;53,433;70,468;57,576;56,739;49,461;25,644;41,848;5,854;28,337
28.02.23;09:00;33,849;42,354;68,043;62,124;55,019;51,745;18,571;50,773;6,853;21,794
28.02.23;10:00;36,645;24,858;48,798;73,399;56,792;38,509;17,495;54,078;6,545;18,551
28.02.23;11:00;27,526;16,336;27,949;43,51;50,629;22,321;15,458;36,207;4,708;15,332
28.02.23;12:00;27,802;14,353;16,286;19,308;44,899;9,558;10,815;6,271;4,33;13,447
28.02.23;13:00;16,237;19,838;11,057;16,072;40,944;6,05;11,663;5,094;5,625;11,531
28.02.23;14:00;16,711;22,953;16,434;15,584;37,154;8,978;6,694;6,69;4,742;6,937
28.02.23;15:00;19,205;19,142;20,238;19,231;40,647;8,454;5,776;7,639;3,957;6,541
28.02.23;16:00;17,291;26,327;17,306;23,786;49,833;9,697;7,369;9,415;4,033;6,097
28.02.23;17:00;21,356;25,833;21,183;23,842;45,672;11,122;11,47;13,093;4,308;12,004
28.02.23;18:00;37,432;31,256;22,499;27,865;61,437;16,596;12,942;14,807;4,949;11,35
28.02.23;19:00;42,532;46,754;64,18;42,351;66,688;34,196;19,097;25,349;6,234;14,76
28.02.23;20:00;33,785;44,987;92,28;59,167;69,124;44,367;25,441;41,097;5,498;17,006
28.02.23;21:00;46,434;57,561;58,551;71,8;68,439;39,624;29,614;46,364;4,936;18,72
28.02.23;22:00;45,898;66,995;42,203;73,81;62,52;27,575;25,689;50,523;6,216;20,265
28.02.23;23:00;41,261;60,675;59,569;64,764;60,409;30,833;24,846;42,032;6,14;
01.03.23;00:00;43,102;56,94;69,908;69,138;55,081;29,385;24,199;36,881;5,482;21,512
01.03.23;01:00;40,876;49,766;64,012;61,318;47,397;34,017;27,747;64,57;4,48;35,871
01.03.23;02:00;45,217;45,75;56,706;56,203;39,871;45,68;21,688;64,781;;41,825
01.03.23;03:00;41,928;44,518;60,343;;37,749;;;;4,266;41,423
01.03.23;04:00;;42,557;;47,743;;34,288;17,084;57,762;6,354;40,803
01.03.23;05:00;45,48;27,465;54,805;48,845;33,726;54,789;19,148;63,92;5,738;35,817
01.03.23;06:00;47,291;27,841;67,895;53,659;36,618;56,057;35,108;60,224;7,715;30,161
01.03.23;07:00;50,007;32,158;92,479;60,29;44,556;58,515;37,259;59,807;7,378;30
01.03.23;08:00;72,995;37,692;88,175;68,672;55,291;59,747;30,808;58,324;11,298;30,874
01.03.23;09:00;55,046;47,364;82,188;76,064;58,422;62,968;29,779;57,63;10,148;41,47
01.03.23;10:00;47,348;49,431;59,59;64,994;64,461;52,31;26,81;45,016;12,468;33,698
01.03.23;11:00;30,479;47,529;42,874;34,826;64,131;34,906;20,663;21,61;8,146;25,033
01.03.23;12:00;15,171;29,322;25,95;25,882;53,164;17,486;10,002;8,54;4,755;11,025
01.03.23;13:00;16,775;20,289;16,442;19,526;43,595;8,209;11,617;12,616;4,078;6,84
01.03.23;14:00;15,822;21,487;16,994;19,689;42,09;9,229;9,884;12,349;4,748;7,167
01.03.23;15:00;13,527;19,822;18,43;18,593;41,761;10,533;7,011;8,554;6,307;7,49
01.03.23;16:00;13,403;32,29;19,342;18,036;39,651;11,131;6,549;7,977;4,736;8,875
01.03.23;17:00;14,473;24,729;18,902;18,864;32,097;13,399;5,532;8,94;4,175;11,707
01.03.23;18:00;21,632;38,761;27,206;24,833;37,546;17,168;6,093;10,531;2,747;13,118
01.03.23;19:00;34,545;38,747;35,826;37,146;35,691;27,366;4,908;19,666;4,512;9,038
01.03.23;20:00;41,262;57,381;54,839;50,603;30,973;38,056;7,146;27,227;2,556;7,573
01.03.23;21:00;38,972;69,642;60,779;52,476;23,916;35,119;5,596;42,918;2,521;7,032
01.03.23;22:00;60,231;68,92;70,542;58,188;19,272;40,573;8,305;50,95;3,208;5,421
01.03.23;23:00;49,552;;65,618;45,271;24,545;40,811;11,339;32,499;2,69;8,079
02.03.23;00:00;41,326;61,852;55,016;38,113;21,38;18,386;11,226;30,033;2,375;
02.03.23;01:00;54,729;55,619;53,317;43,428;17,352;21,332;9,945;23,497;4,286;5,419
02.03.23;02:00;45,56;49,005;33,853;25,82;14,948;20,216;12,163;26,614;4,022;6,077
02.03.23;03:00;30,661;36,025;34,093;22,659;13,516;18,737;13,89;28,388;;7,988
02.03.23;04:00;27,507;38,818;27,726;;15,174;;;;5,429;8,467
02.03.23;05:00;;40,004;;16,367;;17,802;19,371;19,783;5,054;7,878
02.03.23;06:00;20,729;45,068;21,212;21,006;19,929;19,76;20,999;19,414;6,698;8,555
02.03.23;07:00;21,314;58,225;26,935;23,497;21,503;20,832;12,077;19,336;6,335;8,756
02.03.23;08:00;25,945;65,641;33,666;28,728;30,194;26,338;14,714;23,057;8,505;11,506
02.03.23;09:00;22,595;67,143;36,254;26,54;34,215;23,107;14,253;19,783;7,339;11,396
02.03.23;10:00;22,384;55,553;38,114;22,371;34,575;24,65;5,642;15,377;8,179;14,734
02.03.23;11:00;22,202;41,175;29,191;22,095;33,793;18,932;10,871;15,331;10,152;15,63
02.03.23;12:00;20,838;21,132;32,409;;35,928;17,865;5,854;13,708;7,812;11,062
02.03.23;13:00;18,375;18,637;31,178;;31,575;17,256;10,293;11,946;11,732;8,823
02.03.23;14:00;20,791;22,279;27,606;;31,217;19,527;15,151;10,978;4,236;9
02.03.23;15:00;23,649;25,673;27,978;;32,058;21,308;12,036;10,493;7,447;8,676
02.03.23;16:00;26,917;31,053;29,058;23,798;34,638;20,098;10,688;11,53;4,934;6,915
02.03.23;17:00;29,98;35,931;28,515;20,007;35,089;22,496;18,741;12,374;9,637;12,835
02.03.23;18:00;29,665;37,385;35,029;21,174;36,661;24,679;8,824;13,766;7,549;10,707
02.03.23;19:00;26,785;39,433;33,526;20,547;32,212;22,422;11,447;13,281;9,01;16,902
02.03.23;20:00;25,145;34,399;31,748;22,561;32,987;18,132;6,716;11,876;7,872;14,615
02.03.23;21:00;20,589;29,502;27,04;20,407;35,573;15,962;7,691;14,049;5,812;10,368
02.03.23;22:00;19,672;25,215;26,631;19,299;22,436;15,965;9,986;15,673;5,169;10,158
02.03.23;23:00;19,751;29,733;20,588;18,081;25,223;13,323;8,235;14,479;4,502;9,959
03.03.23;00:00;11,816;;16,422;16,351;21,595;11,308;7,91;12,771;4,686;9,082
03.03.23;01:00;8,451;21,028;13,643;15,154;17,689;10,789;9,92;12,205;5,907;
03.03.23;02:00;10,085;18,1;14,59;16,296;16,136;11,062;7,719;11,125;4,264;15,319
03.03.23;03:00;10,082;17,739;12,701;14,113;13,443;12,427;7,237;12,315;2,749;15,375
03.03.23;04:00;8,284;18,926;12,36;11,842;13,046;10,986;8,329;11,234;;22,226
03.03.23;05:00;12,922;16,923;17,926;10,598;15,607;;;;6,885;29,482
03.03.23;06:00;17,03;16,61;26,292;14,03;22,972;15,267;9,2;8,478;2,234;26,179
03.03.23;07:00;29,629;29,416;47,359;23,369;36,194;16,195;10,276;10,879;2,796;47,022
03.03.23;08:00;45,927;35,536;62,788;33,548;39,033;15,473;11,545;12,466;3,964;45,943
03.03.23;09:00;49,285;31,87;59,343;27,273;45,686;18,553;12,615;12,369;3,083;36,011
03.03.23;10:00;35,63;36,456;56,724;29,259;42,593;20,854;14,749;10,123;1,08;41,15
03.03.23;11:00;33,356;29,619;51,499;36,089;40,154;16,781;15,082;13,517;1,922;30,614
03.03.23;12:00;29,407;26,318;51,776;49,304;39,747;13,075;9,683;21,179;1,982;25,027
03.03.23;13:00;30,659;28,497;54,755;43,963;40,639;12,443;5,601;17,46;1,547;9,525
03.03.23;14:00;31,445;30,657;57,04;42,408;37,352;11,681;4,285;13,265;1,771;6,841
03.03.23;15:00;34,356;24,502;50,279;37,226;32,146;11,337;2,874;11,701;1,323;7,148
03.03.23;16:00;36,183;34,566;44,769;55,738;37,06;11,19;3,17;10,766;3,042;7,41
03.03.23;17:00;34,592;37,075;51,745;46,478;26,969;14,03;3,335;11,485;1,844;7,506
03.03.23;18:00;33,173;45,813;65,672;47,654;32,244;17,377;5,057;14,572;1,32;7,711
03.03.23;19:00;33,413;45,723;69,105;41,715;34,579;28,848;2,536;13,368;1,546;7,889
03.03.23;20:00;37,337;41,237;59,285;47,707;48,8;23,542;2,738;13,446;2,227;9,394
03.03.23;21:00;31,782;38,902;49,136;38,864;22,518;17,348;3,461;14,806;1,265;9,124
03.03.23;22:00;26,634;37,195;38,818;25,898;17,303;13,615;2,727;9,743;1,425;9,569
03.03.23;23:00;;40,235;;;;8,599;2,761;10,498;1,005;7,333
04.03.23;00:00;19,289;33,209;19,426;24,101;18,112;5,888;2,851;12,995;2,049;14,075
04.03.23;01:00;16,209;;16,394;19,23;17,279;7,287;1,829;8,516;1,862;7,506
04.03.23;02:00;11,051;16,632;10,994;17,675;13,809;5,745;1,443;7,952;1,04;
04.03.23;03:00;7,57;15,541;9,504;11,476;12,776;4,725;1,841;9,741;0,964;5,565
04.03.23;04:00;6,744;11,981;8,729;11,839;12,439;4,077;1,759;7,775;1,563;2,742
04.03.23;05:00;6,826;16,444;8,286;11,279;14,515;4,098;3,439;8,534;;2,891
04.03.23;06:00;6,803;13,272;12,365;13,214;14,41;3,711;2,156;7,117;1,421;4,859
04.03.23;07:00;9,722;11,583;21,508;19,175;13,048;3,561;1,67;7,405;1,773;5,288
04.03.23;08:00;10,64;12,918;20,864;19,518;11,787;4,043;1,708;7,645;1,535;6,034
04.03.23;09:00;13,257;10,293;18,114;19,588;10,475;4,472;2,824;8,783;1,142;5,513
04.03.23;10:00;19,12;14,706;25,934;23,439;11,937;5,04;3,597;8,903;0,839;4,632
04.03.23;11:00;18,608;13,095;24,42;28,998;10,454;5,452;3,582;10,622;0,862;4,489
04.03.23;12:00;18,853;15,97;25,843;29,502;12,084;5,212;2,152;7,562;1,19;3,768
04.03.23;13:00;19,799;18,377;27,952;26,169;13,394;4,703;2,354;6,563;0,794;4,392
04.03.23;14:00;16,781;17,933;27,755;25,572;11,971;4,14;2,345;6,369;0,782;3,784
04.03.23;15:00;17,3;24,203;31,921;24,95;12,241;4,044;3,044;5,685;0,712;4,408
04.03.23;16:00;23,165;17,452;32,451;27,806;11,954;5,087;2,633;5,309;0,883;4,427
04.03.23;17:00;18,925;24,032;29,245;28,565;11,812;4,471;3,03;7,471;1,009;4,959
04.03.23;18:00;21,232;28,646;31,628;31,981;13,721;5,902;2,716;7,897;1,416;5,641
04.03.23;19:00;17,484;29,63;27,132;36,493;18,934;6,001;2,929;10,279;0,904;5,553
04.03.23;20:00;23,028;25,931;24,534;30,263;20,165;5,246;2,282;13,336;0,913;7,454
04.03.23;21:00;18,535;20,883;22,884;28,945;20,166;5,542;3,197;8,499;1,079;6,406
04.03.23;22:00;13,807;16,808;18,488;25,166;18,74;4,617;2,744;9,759;1,083;6,54
04.03.23;23:00;13,374;18,227;21,984;24,366;27,301;;;;1,129;5,993
05.03.23;00:00;;17,116;;;;3,652;2,721;8,581;1,147;5,396
05.03.23;01:00;8,845;12,83;15,24;21,573;34,211;3,802;2,224;8,372;0,928;4,928
05.03.23;02:00;7,268;;11,656;20,529;29,517;2,839;2,308;7,778;1,444;3,899
05.03.23;03:00;7,985;9,229;12,405;11,925;29,423;2,546;1,717;7,665;0,888;
05.03.23;04:00;7,642;6,902;8,029;9,691;31,76;2,253;2,25;7,082;1,147;2,846
05.03.23;05:00;6,139;6,653;7,346;11,072;25,363;2,243;2,27;6,319;1,35;3,556
05.03.23;06:00;7,017;6,802;7,068;11,509;21,264;1,926;1,811;6,197;1,311;4,52
05.03.23;07:00;7,45;8,664;8,536;13,635;18,079;2,355;2,952;5,767;1,857;6,005
05.03.23;08:00;10,023;9,673;11,104;12,07;12,816;2,371;1,66;6,682;1,272;5,232
05.03.23;09:00;9,305;8,805;12,388;11,395;15,159;2,936;1,777;7,217;1,691;7,292
05.03.23;10:00;13,518;8,621;13,34;14,289;15,285;2,948;2,894;6,508;1,076;3,258
05.03.23;11:00;12,738;10,897;17,175;15,767;15,641;3,48;2,685;7,686;1,245;3,41
05.03.23;12:00;13,997;10,686;16,647;16,827;13,174;2,419;1,53;7,202;0,733;3,049
05.03.23;13:00;20,414;11,907;21,243;21,705;12,929;1,937;1,436;5,614;0,89;2,913
05.03.23;14:00;11,292;12,631;27,171;19,534;12,207;3,303;2,445;5,67;0,547;3,185
05.03.23;15:00;15,352;11,981;30,376;19,547;18,156;2,198;2,019;5,095;0,841;3
05.03.23;16:00;19,064;12,293;23,464;23,766;20,323;1,891;1,596;5,406;1,066;3,341
05.03.23;17:00;20,991;18,305;29,91;24,234;20,881;2,646;2,076;5,634;0,703;7,524
05.03.23;18:00;19,854;24,332;32,053;31,034;28,241;3;2,189;7,137;2,55;12,486
05.03.23;19:00;19,825;39,334;34,576;34,088;26,341;3,747;3,103;8,459;1,341;4,158
05.03.23;20:00;17,927;38,819;33,501;45,328;24,159;3,897;3,572;10,863;2,052;5,023
05.03.23;21:00;21,163;28,665;34,019;39,618;24,001;5,479;2,509;10,827;0,916;3,77
05.03.23;22:00;14,507;21,671;30,299;36,13;16,449;5,529;2,748;10,06;1,213;3,525
05.03.23;23:00;9,675;24,93;23,801;25,656;14,444;5,184;2,439;13,727;;3,642
06.03.23;00:00;8,297;15,792;13,721;20,259;12,077;;;;0,688;3,262
06.03.23;01:00;;13,598;;;;4,467;3,675;14,759;0,714;4,116
06.03.23;02:00;7,827;13,316;13,99;13,537;10,417;4,852;4,179;10,782;0,916;4,658
06.03.23;03:00;6,26;;9,462;16,584;9,924;5,33;3,273;10,691;1,534;5,594
06.03.23;04:00;7,532;13,351;12,396;12,886;11,749;5,943;3,012;9,76;0,932;
06.03.23;05:00;8,684;20,173;19,977;16,322;16,126;7,087;3,777;10,941;0,624;9,858
06.03.23;06:00;18,547;23,412;41,233;26,923;34,824;6,99;6,81;14,383;1,379;12,466
06.03.23;07:00;32,016;52,113;59,254;42,737;39,542;8,05;6,939;17,336;0,984;28,626
06.03.23;08:00;40,091;60,158;69,546;52,336;64,201;12,507;8,66;17,314;1,231;49,102
06.03.23;09:00;47,551;51,027;70,102;55,668;73,213;14,031;12,337;17,853;3,605;35,47
06.03.23;10:00;55,687;39,904;61,864;47,212;59,761;40,911;7,344;13,585;1,52;17,926
06.03.23;11:00;51,861;40,709;50,572;39,404;45,02;24,97;5,815;14,865;0,572;10,394
06.03.23;12:00;28,782;29,682;38,292;36,148;45,387;21,383;2,794;10,292;0,636;5,699
06.03.23;13:00;37,301;36,146;67,9;36,741;42,346;14,821;2,596;8,804;1,823;5,847
06.03.23;14:00;47,55;24,348;55,534;38,593;46,567;10,751;3,423;7,27;2,302;10,755
06.03.23;15:00;48,146;32,313;58,071;40,701;45,76;11,79;2,583;10,046;1,325;11,702
06.03.23;16:00;45,444;29,654;57,782;43,632;47,864;5,711;3,933;5,679;1,139;8,487
06.03.23;17:00;46,597;27,143;68,331;45,123;52,874;2,806;4,965;7,3;2,821;9,693
06.03.23;18:00;49,055;35,522;79,557;55,022;55,74;4,883;4,548;11,813;4,431;11,239
06.03.23;19:00;58,539;56,16;60,083;59,39;47,963;20,218;6,872;12,172;3,964;12,477
06.03.23;20:00;48,039;61,541;46,425;42,931;39,974;17,504;7,171;15,126;4,245;9,552
06.03.23;21:00;44,091;52,181;35,466;24,838;28,04;17,929;6,741;10,876;5,172;9,026
06.03.23;22:00;32,69;38,173;30,52;25,014;19,274;18,01;5,544;12,046;6,361;8,957
06.03.23;23:00;27,139;39,846;27,553;24,284;16,428;17,415;6,343;14,412;7,04;15,101
07.03.23;00:00;20,216;20,259;16,072;17,264;14,316;13,377;7,148;13,077;;10,318
07.03.23;01:00;16,499;10,933;12,085;13,803;13,833;;;;4,397;9,439
07.03.23;02:00;;8,191;;;;6,543;6,99;11,82;2,988;7,889
07.03.23;03:00;11,83;8,396;8,047;10,311;10,819;6,299;5,523;10,128;1,237;6,902
07.03.23;04:00;14,704;;9,414;10,628;9,328;6;3,959;8,143;0,97;4,468
07.03.23;05:00;11,327;10,284;10,944;8,811;7,45;5,287;2,292;9,593;0,951;
07.03.23;06:00;13,303;16,27;31,898;20,885;10,195;5,486;1,748;6,029;1,093;3,189
07.03.23;07:00;26,857;28,859;41,063;34,31;14,598;4,976;2,834;10,551;1,003;4,428
07.03.23;08:00;34,205;38,017;50,675;40,238;31,742;4,026;3,94;7,264;0,715;5,015
07.03.23;09:00;39,088;26,576;48,912;50,088;39,508;4,855;3,942;9,803;0,873;7,948
07.03.23;10:00;26,243;16,561;38,454;59,722;41,292;4,386;2,714;9,674;0,556;5,751
07.03.23;11:00;24,773;19,834;46,056;49,563;36,71;;3,578;9,149;0,657;6,698
07.03.23;12:00;28,675;15,239;52,14;42,41;36,98;;1,584;11,009;0,623;4,612
07.03.23;13:00;31,506;;51,362;42,262;33,734;;1,426;14,46;0,557;4,255
07.03.23;14:00;29,034;;58,774;40,648;25,818;;1,909;13,091;0,64;3,922
07.03.23;15:00;34,699;;58,737;42,082;22,273;8,97;1,997;10,248;0,534;5,305
07.03.23;16:00;34,122;;54,055;58,253;27,654;5,353;2,605;10,803;0,588;5,622
07.03.23;17:00;37,79;47,904;61,179;57,905;24,542;6,903;2,076;11,036;0,701;8,384
07.03.23;18:00;37,044;68,893;64,566;46,272;30,173;9,633;2,878;13,347;0,906;7,432
07.03.23;19:00;32,046;65,298;54,054;54,198;39,458;9,561;3,232;15,096;1,672;7,162
07.03.23;20:00;29,339;65,024;55,68;48,381;47,76;10,781;4,354;13,857;0,939;8,427
07.03.23;21:00;30,014;59,549;33,59;38,443;41,239;7,894;6,432;16,091;1,209;12,018
07.03.23;22:00;20,311;47,786;34,095;30,545;40,81;6,266;4,511;12,99;1,373;11,342
07.03.23;23:00;16,161;35,868;33,292;25,531;32,571;6,821;4,189;15,543;1,122;11,781
08.03.23;00:00;9,767;28,67;28,235;17,516;29,471;8,985;5,002;10,768;0,91;9,909
08.03.23;01:00;9,909;15,124;19,274;12,09;20,625;8,017;3,905;8,503;;12,782
08.03.23;02:00;8,214;10,511;11,637;8,101;15,563;6,393;;;1,324;6,283
08.03.23;03:00;;14,878;;;;5,31;4,663;6,712;1,177;8,935
08.03.23;04:00;9,336;10,847;23,404;9,729;11,413;8,647;4,205;8,351;1,494;7,806
08.03.23;05:00;11,705;21,711;24,124;12,254;11,676;7,68;4,085;9,539;0,769;8,43
08.03.23;06:00;27,671;35,74;69,239;24,699;24,355;10,545;4,41;10,036;0,771;7,744
08.03.23;07:00;50,094;63,346;92,232;46,311;35,564;21,319;8,259;11,314;0,878;25,095
08.03.23;08:00;68,305;66,924;86,555;66,863;53,536;41,828;11,076;14,707;3,211;27,473
08.03.23;09:00;66,469;49,258;70,882;58,641;48,406;28,492;11,796;22,146;3,854;32,231
08.03.23;10:00;52,602;45,581;60,705;51,325;48,863;19,308;11,275;15,016;6,562;22,574
08.03.23;11:00;48,517;51,885;40,487;33,544;49,151;12,584;12,017;18,513;7,475;21,14
08.03.23;12:00;45,482;57,133;34,314;36,74;50,532;13,869;9,752;17,067;10,796;19,467
08.03.23;13:00;35,715;59,17;30,584;31,208;53,337;11,262;8,411;15,003;7,551;15,644
08.03.23;14:00;37,512;68,51;39,088;25,752;44,226;11,34;9,978;11,215;5,657;10,733
08.03.23;15:00;33,254;64,397;33,309;24,96;44,231;12,666;4,714;10,692;4,441;7,34
08.03.23;16:00;32,496;59,97;27,159;30,162;50,904;16,4;4,41;10,265;3,287;5,39
08.03.23;17:00;24,032;69,157;28,33;24,478;53,628;18,403;10,438;11,557;2,84;5,902
08.03.23;18:00;22,882;63,313;29,139;29,02;53,285;25,536;9,546;13,873;3,043;9,47
08.03.23;19:00;28,076;70,167;24,72;25,909;58,81;20,396;17,153;14,29;5,974;15,512
08.03.23;20:00;21,816;62,424;22,931;20,418;46,075;16,501;16,485;12,549;5,852;15,313
08.03.23;21:00;15,638;54,839;19,611;20,641;39,616;14,332;9,981;12,354;8,006;15,066
08.03.23;22:00;14,256;52,057;19,805;19,643;39,986;14,896;14,1;13,13;5,56;13,309
08.03.23;23:00;12,093;;19,875;18,819;35,263;;16,127;11,174;4,952;
09.03.23;00:00;9,776;46,326;17,599;17,978;32,776;12,047;21,663;11,384;6,384;14,956
09.03.23;01:00;8,091;41,219;16,126;16,174;20,185;10,927;17,577;13,035;8,962;12,931
09.03.23;02:00;7,694;38,178;11,855;12,563;19,82;9,584;27,825;10,824;;12,496
09.03.23;03:00;8,41;30,833;11,685;13,154;14,121;7,94;;;10,365;11,696
09.03.23;04:00;;20,838;;;;6,191;9,755;11,87;8,795;13,581
09.03.23;05:00;9,411;28,993;11,167;11,169;12,22;7,733;9,834;10,825;5,821;16,094
09.03.23;06:00;15,771;43,946;21,007;17,005;16,555;15,032;11,207;11,594;5,216;19,329
09.03.23;07:00;20,835;58,609;26,466;23,617;28,419;21,874;7,771;12,812;8,119;19,525
09.03.23;08:00;33,845;63,968;34,238;32,563;38,217;25,986;15,05;17,116;8,292;23,084
09.03.23;09:00;25,744;57,437;32,374;32,34;48,058;24,17;23,068;16,483;8,576;18,892
09.03.23;10:00;22,445;54,912;25,293;23,924;45,392;23,105;18,8;12,752;5,257;12,734
09.03.23;11:00;;54,645;24,219;25,056;51,568;16,093;11,907;11,449;4,208;8,929
09.03.23;12:00;;49,525;23,555;29,765;50,097;14,805;27,17;12,047;3,663;7,17
09.03.23;13:00;;55,033;29,775;35,42;48,272;15,61;14,287;17,243;3,753;6,071
09.03.23;14:00;;58,213;32,015;43,033;45,582;18,639;9,64;18,281;4,345;6,199
09.03.23;15:00;;46,424;37,93;48,722;50,556;19,255;10,858;20,62;4,213;7,374
09.03.23;16:00;28,075;52,105;37,817;47,127;56,154;23,234;15,817;30,332;3,711;9,314
09.03.23;17:00;29,072;56,168;44,925;44,965;56,443;31,65;9,608;25,26;4,204;10,466
09.03.23;18:00;30,266;51,309;49,383;50,666;53,571;39,327;10,934;29,85;9,267;10,367
09.03.23;19:00;35,615;48,41;61,303;41,287;52,415;48,395;11,011;30,039;9,361;14,536
09.03.23;20:00;32,383;37,807;48,647;36,894;44,12;40,056;9,122;26,705;7,479;15,427
09.03.23;21:00;33,407;41,987;40,494;32,369;37,097;37,256;6,047;29,857;8,085;12,454
09.03.23;22:00;30,908;44,881;36,6;28,304;34,27;33,368;6,23;25,563;8,207;11,587
09.03.23;23:00;22,1;41,61;35,42;25,399;30,198;32,348;8,5;22,774;5,245;8,844
10.03.23;00:00;14,099;;29,18;22,277;25,309;;15,847;19,225;3,802;
10.03.23;01:00;13,749;37,891;21,323;22,803;19,027;16,445;14,324;19,448;4,366;6,908
10.03.23;02:00;15,359;36,818;20,09;23,358;11,147;16,636;8,166;20,235;6,984;6,421
10.03.23;03:00;17,124;23,451;21,097;23,047;8,518;19,363;5,867;20,686;;6,339
10.03.23;04:00;16,824;9,648;22,476;24,831;9,544;18,99;;;6,671;6,245
10.03.23;05:00;16,731;9,969;;;;16,894;5,502;22,489;7,546;7,324
10.03.23;06:00;21,804;14,16;25,207;23,434;12,455;21,402;6,852;22,398;5,317;10,186
10.03.23;07:00;30,221;35,161;47,895;31,098;20,218;30,102;6,911;22,836;3,695;7,457
10.03.23;08:00;43,753;52,563;45,978;30,21;28,948;31,998;6,588;24,221;4,119;11,604
10.03.23;09:00;43,344;35,36;44,098;33,838;37,598;27,742;8,439;21,634;4,115;15,158
10.03.23;10:00;42,016;24,917;30,891;28,692;45,197;22,393;4,988;15,642;3,494;11,702
10.03.23;11:00;31,238;21,387;;22,634;41,896;21,216;6,446;16,282;5,315;9,781
10.03.23;12:00;23,5;26,542;;22,625;38,409;23,624;6,922;14,594;4,025;9,168
